41,977,250,998,124,278,740,263,599,963,0,0.510491439555091
42,670,400,41,858,517,927,908,387,168,0,0.533445803105994
43,41,750,42,599,830,918,506,879,973,0,0.54153876786236
44,42,41,43,245,446,314,911,347,645,0,0.523163828634474
45,43,42,602,41,783,989,457,352,233,0,0.536368660677646
46,44,43,410,42,692,41,510,949,892,0,0.585615961612004
161,45,44,344,43,41,42,457,456,627,0,0.565416249167456
47,46,45,44,778,42,513,41,940,745,0,0.588524553841748
48,47,46,259,44,150,43,42,41,962,0,0.591330647213549
375,48,47,45,947,43,44,862,42,41,0,0.586591116104991
49,166,48,46,45,44,628,43,288,42,0,0.632909628937839
319,49,48,46,45,44,377,43,68,42,0,0.613251885532275
49,412,340,47,46,45,86,44,43,205,0,0.635721190751593
49,50,15,47,837,45,355,44,43,253,0,0.617379341717158
50,853,49,48,46,986,45,302,44,43,0,0.609535061029562
49,50,666,30,629,46,153,386,45,44,0,0.614780700561512
49,144,50,710,47,472,362,45,46,273,0,0.597385896968127
49,680,48,395,202,47,931,46,608,45,0,0.571220868974693
50,49,785,29,48,815,714,47,170,46,0,0.58447037348584
481,50,49,507,517,48,46,793,47,874,0,0.614678965842543
482,50,49,353,38,74,47,48,602,651,0,0.567814785873563
483,481,817,890,49,537,48,674,883,47,0,0.575528058167313
484,482,481,49,50,763,626,510,48,984,0,0.590971556144761
485,483,482,50,45,49,520,139,625,48,0,0.589723927875431
486,484,483,47,46,50,49,883,61,218,0,0.599131582460342
487,485,484,46,76,45,50,49,106,531,0,0.616999594436615
125,485,477,46,932,760,50,185,49,94,0,0.566134988169532
487,486,484,47,138,44,46,50,456,49,0,0.645004172932314
487,486,484,47,46,44,766,50,606,49,0,0.626655926082271
487,486,484,47,46,222,551,50,265,87,0,0.633623969899853
487,486,484,47,46,44,92,50,560,49,0,0.619888923990474
487,486,484,47,463,44,46,50,712,49,0,0.613276508931141
487,486,484,47,46,44,840,50,355,205,0,0.614622754313756
487,486,483,47,46,45,698,44,647,50,0,0.649113863099809
487,486,484,47,46,45,737,44,489,50,0,0.62596868189865
487,486,484,47,46,45,601,44,50,436,0,0.651370100048522
487,486,484,47,449,45,46,44,50,204,0,0.623478975466425
487,486,131,47,46,45,135,44,50,867,0,0.6140540459398
487,486,484,47,46,45,745,756,50,383,0,0.619585706251121
487,486,484,47,46,45,333,489,43,50,0,0.63758198056258
487,486,484,47,46,45,14,44,43,50,0,0.638485539022303
487,486,484,47,959,45,46,44,43,50,0,0.656430340933501
487,486,484,47,46,45,863,44,43,50,0,0.644310818049463
487,486,484,47,46,45,92,44,43,50,0,0.633820963200019
212,486,484,47,46,45,191,44,43,50,0,0.616754762730948
487,486,484,47,46,45,471,44,43,50,0,0.65800802713154
487,953,484,47,46,45,78,44,43,50,0,0.643840797390245
487,486,484,799,46,993,475,44,43,50,0,0.614273171805796
487,486,715,47,46,45,562,44,43,50,0,0.639307043316111
487,486,484,432,46,45,725,44,43,50,0,0.637548744607578
487,890,484,47,46,45,707,44,43,50,0,0.632435091508009
487,486,874,757,46,45,47,44,43,50,0,0.643605795780172
487,486,484,47,46,45,826,44,317,50,0,0.631914965265512
487,486,484,47,46,45,50,44,43,849,0,0.648852739825538
487,486,484,47,46,45,772,306,43,50,0,0.63517035278686
487,486,484,759,46,45,950,44,43,50,0,0.63166349312126
487,486,484,47,46,45,111,44,269,50,0,0.639831285446505
487,33,484,47,46,526,480,44,43,50,0,0.60176432745529
827,486,484,47,46,45,237,44,43,50,0,0.651017529067644
487,486,484,47,947,122,46,44,43,50,0,0.6387054563321
487,531,484,47,46,45,978,44,43,283,0,0.665107275176433
487,486,484,47,46,45,211,44,43,50,0,0.636499273931193
487,486,484,47,680,45,46,44,560,50,0,0.63057109757234
252,833,484,47,46,960,259,44,43,50,0,0.608102711308082
487,387,484,47,46,45,970,44,43,50,0,0.642895935150005
487,486,484,47,46,45,409,44,43,172,0,0.64775003506688
487,486,484,47,46,45,599,44,43,50,0,0.650231457436281
487,486,484,47,46,45,702,44,43,39,0,0.636767636532631
487,486,484,47,442,45,46,44,43,50,0,0.649967022560678
487,486,484,47,46,45,469,886,43,50,0,0.630555537838126
487,486,21,188,46,45,801,44,43,50,0,0.608227387275845
487,861,653,47,46,45,237,44,43,50,0,0.638381418407401
487,486,243,47,46,45,499,44,43,50,0,0.617613852168208
487,486,484,47,46,45,437,44,43,717,0,0.644920265650456
487,486,484,47,46,45,989,44,43,50,0,0.649282952600295
487,486,484,47,46,45,630,44,66,50,0,0.641986212288669
487,486,484,47,46,45,83,44,43,50,0,0.656692902561652
487,486,484,47,46,45,311,44,43,50,0,0.646609596977645
487,486,484,47,46,45,271,44,43,50,0,0.650638172081737
487,100,484,47,46,45,446,44,43,50,0,0.637059432258302
128,486,484,47,46,45,482,44,43,50,0,0.642832305232961
487,486,484,47,46,45,62,44,43,50,0,0.64987276682402
487,486,484,47,46,45,413,44,796,50,0,0.654189989146924
487,486,484,47,46,45,187,403,43,50,0,0.624194363506594
459,486,338,47,46,45,491,44,43,50,0,0.641080603219185
487,486,484,47,46,45,295,474,43,50,0,0.613895592629318
487,486,484,677,657,45,46,44,43,50,0,0.626488425505273
487,230,484,47,46,45,975,933,43,50,0,0.606297510983372
487,486,484,47,46,45,266,44,43,50,0,0.652238853260539
487,486,484,47,46,45,680,44,43,50,0,0.638724451380275
