941,690,204,868,390,495,317,50,997,499,0.626012617820675,0.637455922243025
942,941,998,207,373,848,110,743,381,592,0.596176190161796,0.748060917460193
943,942,262,941,647,203,600,791,892,368,0.548845102991342,0.765305263571449
944,737,941,162,407,278,561,51,26,113,0.570715630517878,0.65774078333071
945,943,973,942,506,941,561,234,764,317,0.591140273409028,0.753889697349609
946,944,942,968,941,37,93,460,433,378,0.5874148369377,0.772558834911623
874,945,943,408,942,167,941,875,82,728,0.600881554005065,0.773021464976082
947,946,944,943,692,942,677,604,941,784,0.563759768645264,0.771693183168723
948,947,945,944,943,27,942,941,843,692,0.555150510691274,0.7714240490126
949,948,946,945,944,943,660,942,645,941,0.592922145666125,0.773021464976082
950,949,947,946,945,944,943,923,942,73,0.585937634818794,0.795276807410467
491,950,948,947,946,945,944,943,156,942,0.585657217831577,0.787816094398319
492,491,949,948,947,946,945,944,943,778,0.571267392161061,0.78648781259096
493,492,950,949,948,947,335,945,944,580,0.589920134771059,0.787816094398319
494,493,491,950,949,948,946,618,945,943,0.579225306416582,0.772173375345391
495,494,492,658,950,949,790,527,946,944,0.60050706894076,0.739926389184793
496,495,493,491,720,950,947,946,796,945,0.612344257220616,0.820414209639669
496,495,73,491,597,950,947,903,769,945,0.613352413011426,0.7657130204678
496,495,493,491,370,950,948,946,947,430,0.622441287720756,0.780507649890037
496,495,493,491,304,950,949,946,948,811,0.603799998928179,0.790824950795196
496,495,493,491,441,950,486,947,451,946,0.623078478054962,0.786968004767627
496,495,493,491,41,950,53,948,949,947,0.632963109539131,0.750510634149212
496,495,493,491,879,950,12,949,703,948,0.615570791949957,0.750243690089952
53,496,493,205,491,188,950,216,765,949,0.611191485186758,0.790824950795196
497,496,893,492,491,954,947,950,877,80,0.645108855689869,0.805619580217433
497,999,893,492,491,954,243,367,950,818,0.61173065442823,0.835208839061906
497,496,893,492,491,555,947,950,314,235,0.637272934501457,0.805619580217433
497,496,893,492,491,954,947,950,172,899,0.633227833430974,0.820414209639669
497,387,925,492,491,954,947,950,927,899,0.608975934625308,0.776129190813076
44,496,893,24,491,954,947,950,864,899,0.655770934201392,0.781688856801752
497,496,893,492,491,954,947,950,719,899,0.635912969624657,0.820414209639669
497,496,893,492,491,954,947,950,336,826,0.624788608172815,0.820414209639669
497,496,893,492,491,103,947,950,66,899,0.610296494069146,0.772444753021301
497,496,893,492,491,954,947,950,987,899,0.642851896742399,0.820414209639669
497,45,893,492,491,954,243,950,887,899,0.605240935491278,0.797670765239019
497,496,893,492,491,62,947,691,950,899,0.621151510573355,0.820414209639669
