15132,0,0,0,0,0,0
15133,0,1,1,0.5,0.5,1
15134,1,0,1,0.5,1,1
15135,1,0,0,0.5,0.5,1
15136,0,1,1,1,0.5,1
15137,0,0,0,0.5,0.5,1
15138,1,1,0,0.5,0,0.5
15140,0,0,1,0,0,0
15141,0,0,0,0,0.5,0.5
15142,0,0,0,1,0.5,0.5
15143,0,0,0,0.5,0.5,0.5
15144,1,0,0,0.5,0.5,0.5
15145,1,1,1,1,0.5,1
15146,1,1,1,0.5,0.5,0.5
15148,0,1,0,0,0,1
15149,1,0,0,1,0,1
15150,1,0,1,0.5,0.5,1
15151,1,1,1,1,0,0.5
15152,1,0,1,1,1,1
15153,1,1,1,1,0,1
15154,1,0,0,1,0.5,0.5
15155,0,0,1,0.5,0.5,0.5
15156,0,0,1,1,0.5,1
15157,0,0,1,0,0,0
15161,0,1,1,0,0,0
15163,0,0,1,1,0.5,0.5
15164,0,0,1,1,0.5,1
15165,1,0,1,0,0,0
15166,1,1,1,0.5,0.5,0
15167,1,1,1,0.5,0.5,0.5
15168,0,0,1,0.5,0.5,1
15169,0,0,1,1,0.5,0.5
15172,1,0,0,0,0,0
15174,0,1,1,0,1,1
15175,0,0,1,1,0.5,0.5
15176,0,0,1,0.5,0.5,0.5
15177,1,1,0,0.5,0.5,0.5
15179,1,1,0,1,1,0.5
15180,1,1,0,0.5,0,1
15181,1,1,0,1,0.5,0.5
15183,1,1,0,0.5,0,0
15186,1,1,0,1,0.5,0.5
15187,0,1,0,0.5,0.5,0.5
15190,0,1,0,0,1,1
15191,1,1,0,1,0,0.5
15192,0,1,0,1,0,0.5
15193,0,1,0,0,0,0
15194,0,1,0,0.5,0.5,1
15196,0,0,1,0,0,0
15197,1,1,1,0,0,0
15198,0,1,0,1,0.5,0.5
15199,0,1,0,0,0,1
15201,0,1,0,0,0.5,0.5
15202,0,0,1,0.5,0.5,0.5
15203,1,1,0,0,1,1
15204,0,0,1,0.5,0.5,1
15205,0,1,0,1,0.5,1
15206,0,1,0,0.5,0.5,0.5
15207,0,0,1,0.5,0.5,1
15208,0,1,1,0.5,0.5,1
15210,0,1,1,0,0,0
15211,0,1,1,0,1,1
15212,0,1,0,0,0.5,0.5
15213,0,1,1,0.5,0.5,0.5
15214,0,1,1,0.5,0.5,0.5
15215,0,1,1,0,0,1
15216,0,0,0,0,0,1
15217,0,1,0,0,0,0.5
15218,0,1,0,0,0,0
15219,0,0,0,1,0.5,0.5
