14990,0,0,0,0,0,0
15021,1,0,0,1,0,0
15023,0,0,1,1,1,1
15024,0,0,1,0,1,1
15026,1,1,0,0,0,0
15027,1,0,0,0,0,0
15028,0,0,1,0,0,0
15029,0,0,1,1,0,1
15030,0,1,0,1,0,1
15031,0,0,0,0,0,1
15032,0,0,0,0,0,0
15033,0,1,0,1,0,0
15034,0,1,1,0,1,1
15035,0,1,0,0,0,1
15037,1,0,0,1,0,1
15039,0,0,0,0,0,0
15044,0,0,1,1,0,1
15045,0,0,1,0,0,0
15046,0,0,1,1,1,0
15048,0,0,0,1,0,1
15049,1,0,0,1,0,0
15052,0,0,0,1,0,1
15054,0,0,1,0,0,0
15055,0,0,0,0,0,0
15062,0,0,0,0,0,1
15064,0,0,1,0,0,0
15065,1,1,0,0,0,0
15066,1,0,1,0,0,0
15067,0,1,1,0,0,0
15068,0,1,1,0,0,1
15070,1,0,1,0,1,1
15071,0,0,0,0,0,0
15072,0,1,1,0,0,0
15077,0,0,1,1,0,1
15090,0,0,1,1,0,1
15091,0,1,1,0,0,1
15097,0,1,1,1,0,0
15098,0,1,1,1,0,1
15099,0,0,1,1,0,1
15100,0,0,1,1,0,0
15101,0,0,1,0,0,1
15103,0,0,1,0,0,0
15105,0,0,1,1,0,0
15106,0,0,1,0,1,1
15107,0,0,0,1,0,1
15109,0,0,1,1,0,1
15110,0,1,1,0,0,0
15111,1,0,1,1,0,0
15112,1,0,1,1,0,0
15113,0,1,0,0,0,0
15117,1,0,1,0,0,0
15118,0,0,1,1,0,1
15119,1,0,1,1,0,1
15120,0,0,1,1,0,1
15121,1,0,1,1,0,0
15122,0,0,0,0,0,0
15123,0,0,0,1,0,0
15128,1,0,1,0,1,0
15129,1,0,1,0,0,0
15130,1,0,1,1,0,1
15146,1,0,1,0,0,0
15152,1,1,0,0,0,1
15153,1,0,0,1,0,1
15197,1,0,0,0,0,0
15198,1,0,1,1,0,0
15200,1,0,1,0,0,0
15201,1,0,1,1,0,1
15202,0,1,0,0,0,0
15203,1,0,1,1,1,1
15204,1,0,0,0,0,0
15205,0,1,1,1,0,0
15208,0,0,1,1,0,1
15210,0,1,0,0,0,1
15212,1,0,1,1,1,0
15213,1,1,1,0,0,0
15217,0,0,0,0,0,0
15219,0,1,1,1,0,1
15221,0,1,1,0,0,0
15222,0,0,0,0,0,0
15223,1,1,0,0,0,0
15225,1,0,1,0,0,0
15226,0,0,0,0,1,0
15227,0,0,0,0,0,0
15230,0,0,1,1,0,0
15233,1,1,0,0,0,1
15245,1,0,1,0,0,1
15247,1,0,1,0,1,1
15248,1,0,1,1,0,1
15249,1,0,1,0,0,0
15251,0,0,1,1,0,0
15257,1,0,1,0,0,0
15258,1,0,1,0,0,0
15259,0,1,1,0,0,0
15260,0,0,0,0,1,1
15261,1,1,1,1,0,1
15262,0,1,1,0,0,0
15263,1,0,1,0,1,1
15264,0,0,0,0,0,0
15267,0,1,0,0,1,1
15269,1,0,1,1,1,0
15270,0,0,0,1,0,1
15272,1,1,1,0,1,1
15274,1,0,1,1,1,1
15275,0,1,1,0,0,0
15277,1,0,1,0,0,0
15278,0,1,1,0,0,0
15282,0,1,0,0,0,0
15283,1,1,0,0,0,0
15284,0,0,0,0,0,0
15285,1,1,0,0,1,1
15286,0,0,0,0,0,0
15287,0,0,1,0,0,0
15288,1,1,1,0,0,0
15296,0,0,1,1,0,1
15297,0,0,1,1,0,0
15298,0,0,1,1,0,1
15301,0,0,1,0,1,1
15304,1,0,1,0,1,1
15305,1,1,1,0,0,0
15306,0,1,0,1,0,1
15310,0,0,1,0,0,0
15316,0,0,0,0,0,0
15317,0,1,0,1,1,1
15319,0,0,1,0,0,1
15322,0,0,0,0,0,0
15342,0,0,0,1,0,1
15343,0,0,1,1,0,1
15344,0,0,1,1,0,1
15345,0,0,0,1,0,0
15347,0,0,0,0,0,1
15349,1,1,0,0,0,1
15350,0,0,1,1,0,0
15352,0,0,0,1,1,1
15353,0,0,0,1,0,0
15354,0,0,1,1,0,1
15355,0,0,0,1,0,1
15356,0,0,0,1,0,0
15357,0,0,0,0,0,0
15358,1,0,1,0,0,0
15360,1,0,1,1,1,1
15361,0,0,0,0,1,1
15363,0,1,1,1,0,1
15364,0,1,1,1,0,0
15365,0,1,0,1,0,1
15366,0,1,1,1,0,1
15374,0,0,0,1,1,1
