artistname,decade
Maria_Bethânia,1980
Maria_Bethânia,1990
Maria_Bethânia,2e3
Maria_Bethânia,2010
The_Queers,1980
The_Queers,1990
The_Queers,2e3
The_Queers,2010
Ancient_Rites,1990
Ancient_Rites,2e3
Ancient_Rites,2010
Stevie_Ray_Vaughan,1980
Stevie_Ray_Vaughan,1990
Stevie_Ray_Vaughan,2e3
Stevie_Ray_Vaughan,2010
Shawn_Colvin,1980
Shawn_Colvin,1990
Shawn_Colvin,2e3
Shawn_Colvin,2010
Urge_Overkill,1980
Urge_Overkill,1990
Urge_Overkill,2e3
Urge_Overkill,2010
Teenage_Fanclub,1990
Teenage_Fanclub,2e3
Teenage_Fanclub,2010
Mojave_3,1990
Mojave_3,2e3
Robert_Wyatt,1970
Robert_Wyatt,1980
Robert_Wyatt,1990
Robert_Wyatt,2e3
Robert_Wyatt,2010
The_Kelly_Family,1970
The_Kelly_Family,1980
The_Kelly_Family,1990
The_Kelly_Family,2e3
The_Kelly_Family,2010
Catherine_Wheel,1990
Catherine_Wheel,2e3
Catherine_Wheel,2010
Die_Ärzte,1980
Die_Ärzte,1990
Die_Ärzte,2e3
Die_Ärzte,2010
Rednex,1990
Rednex,2e3
Rednex,2010
The_Underdog_Project,2e3
Clifford_Brown,1950
Clifford_Brown,1960
Clifford_Brown,1970
Clifford_Brown,1980
Clifford_Brown,1990
Clifford_Brown,2e3
Clifford_Brown,2010
DJ_Shadow,1990
DJ_Shadow,2e3
DJ_Shadow,2010
Jungle_Brothers,1980
Jungle_Brothers,1990
Jungle_Brothers,2e3
Jungle_Brothers,2010
Dilated_Peoples,1990
Dilated_Peoples,2e3
Dilated_Peoples,2010
Deine_Lakaien,1980
Deine_Lakaien,1990
Deine_Lakaien,2e3
Deine_Lakaien,2010
Grant_Lee_Buffalo,1990
Grant_Lee_Buffalo,2e3
Alejandro_Sanz,1990
Alejandro_Sanz,2e3
Alejandro_Sanz,2010
Elis_Regina,1960
Elis_Regina,1970
Elis_Regina,1980
Elis_Regina,1990
Elis_Regina,2e3
Elis_Regina,2010
Nanci_Griffith,1970
Nanci_Griffith,1980
Nanci_Griffith,1990
Nanci_Griffith,2e3
Nanci_Griffith,2010
MC_Solaar,1990
MC_Solaar,2e3
MC_Solaar,2010
Ozric_Tentacles,1980
Ozric_Tentacles,1990
Ozric_Tentacles,2e3
Ozric_Tentacles,2010
Gary_Moore,1970
Gary_Moore,1980
Gary_Moore,1990
Gary_Moore,2e3
Gary_Moore,2010
Laurie_Anderson,1980
Laurie_Anderson,1990
Laurie_Anderson,2e3
Laurie_Anderson,2010
R.E.M.,1980
R.E.M.,1990
R.E.M.,2e3
R.E.M.,2010
Thomas_Dolby,1980
Thomas_Dolby,1990
Thomas_Dolby,2e3
Thomas_Dolby,2010
Lustmord,1980
Lustmord,1990
Lustmord,2e3
Lustmord,2010
Al_Jarreau,1970
Al_Jarreau,1980
Al_Jarreau,1990
Al_Jarreau,2e3
Al_Jarreau,2010
Keziah_Jones,1990
Keziah_Jones,2e3
Keziah_Jones,2010
Buena_Vista_Social_Club,1990
Buena_Vista_Social_Club,2e3
Buena_Vista_Social_Club,2010
Maceo_Parker,1970
Maceo_Parker,1980
Maceo_Parker,1990
Maceo_Parker,2e3
Maceo_Parker,2010
Morten_Harket,1990
Morten_Harket,2e3
Morten_Harket,2010
Robert_Cray,1980
Robert_Cray,1990
Robert_Cray,2e3
Robert_Cray,2010
Switchfoot,1990
Switchfoot,2e3
Switchfoot,2010
Elmer_Bernstein,1950
Elmer_Bernstein,1960
Elmer_Bernstein,1970
Elmer_Bernstein,1980
Elmer_Bernstein,1990
Elmer_Bernstein,2e3
Elmer_Bernstein,2010
J.B.O.,1990
J.B.O.,2e3
J.B.O.,2010
Al_Stewart,1960
Al_Stewart,1970
Al_Stewart,1980
Al_Stewart,1990
Al_Stewart,2e3
Al_Stewart,2010
Ricky_Nelson,1950
Ricky_Nelson,1960
Ricky_Nelson,1970
Ricky_Nelson,1980
Ricky_Nelson,1990
Ricky_Nelson,2e3
Ricky_Nelson,2010
Dwight_Yoakam,1980
Dwight_Yoakam,1990
Dwight_Yoakam,2e3
Dwight_Yoakam,2010
Propagandhi,1990
Propagandhi,2e3
Propagandhi,2010
Jesse_Cook,1990
Jesse_Cook,2e3
Jesse_Cook,2010
Al_Di_Meola,1970
Al_Di_Meola,1980
Al_Di_Meola,1990
Al_Di_Meola,2e3
Al_Di_Meola,2010
Boyz_II_Men,1990
Boyz_II_Men,2e3
Boyz_II_Men,2010
Roxy_Music,1970
Roxy_Music,1980
Roxy_Music,1990
Roxy_Music,2e3
Roxy_Music,2010
Westlife,1990
Westlife,2e3
Westlife,2010
Children_of_Bodom,1990
Children_of_Bodom,2e3
Children_of_Bodom,2010
Theatre_of_Tragedy,1990
Theatre_of_Tragedy,2e3
Theatre_of_Tragedy,2010
Os_Mutantes,1960
Os_Mutantes,1970
Os_Mutantes,1980
Os_Mutantes,1990
Os_Mutantes,2e3
Os_Mutantes,2010
Joe_Pass,1960
Joe_Pass,1970
Joe_Pass,1980
Joe_Pass,1990
Joe_Pass,2e3
Joe_Pass,2010
The_Meters,1960
The_Meters,1970
The_Meters,1980
The_Meters,1990
The_Meters,2e3
The_Meters,2010
This_Mortal_Coil,1980
This_Mortal_Coil,1990
This_Mortal_Coil,2e3
This_Mortal_Coil,2010
Caetano_Veloso,1960
Caetano_Veloso,1970
Caetano_Veloso,1980
Caetano_Veloso,1990
Caetano_Veloso,2e3
Caetano_Veloso,2010
Stratovarius,1980
Stratovarius,1990
Stratovarius,2e3
Stratovarius,2010
Lisa_Ekdahl,1990
Lisa_Ekdahl,2e3
Lisa_Ekdahl,2010
Blackstreet,1990
Blackstreet,2e3
The_Shadows,1960
The_Shadows,1970
The_Shadows,1980
The_Shadows,1990
The_Shadows,2e3
The_Shadows,2010
Dodgy,1990
Dodgy,2e3
Dodgy,2010
Mansun,1990
Mansun,2e3
Mansun,2010
They_Might_Be_Giants,1980
They_Might_Be_Giants,1990
They_Might_Be_Giants,2e3
They_Might_Be_Giants,2010
Perry_Como,1940
Perry_Como,1950
Perry_Como,1960
Perry_Como,1970
Perry_Como,1980
Perry_Como,1990
Perry_Como,2e3
Perry_Como,2010
Three_Dog_Night,1960
Three_Dog_Night,1970
Three_Dog_Night,1980
Three_Dog_Night,1990
Three_Dog_Night,2e3
Three_Dog_Night,2010
Lisa_Gerrard,1990
Lisa_Gerrard,2e3
Lisa_Gerrard,2010
Zap_Mama,1990
Zap_Mama,2e3
Zap_Mama,2010
Acoustic_Alchemy,1980
Acoustic_Alchemy,1990
Acoustic_Alchemy,2e3
Acoustic_Alchemy,2010
Knorkator,1990
Knorkator,2e3
Knorkator,2010
Eppu_Normaali,1970
Eppu_Normaali,1980
Eppu_Normaali,1990
Eppu_Normaali,2e3
Eppu_Normaali,2010
The_Kingsmen,1960
The_Kingsmen,1970
The_Kingsmen,1980
The_Kingsmen,1990
The_Kingsmen,2e3
Buddy_Holly,1950
Buddy_Holly,1960
Buddy_Holly,1970
Buddy_Holly,1980
Buddy_Holly,1990
Buddy_Holly,2e3
Buddy_Holly,2010
The_Mamas_&_the_Papas,1960
The_Mamas_&_the_Papas,1970
The_Mamas_&_the_Papas,1980
The_Mamas_&_the_Papas,1990
The_Mamas_&_the_Papas,2e3
The_Mamas_&_the_Papas,2010
P.M._Dawn,1990
P.M._Dawn,2e3
Ernest_Tubb,1940
Ernest_Tubb,1950
Ernest_Tubb,1960
Ernest_Tubb,1970
Ernest_Tubb,1980
Ernest_Tubb,1990
Ernest_Tubb,2e3
Soilwork,1990
Soilwork,2e3
Soilwork,2010
In_Flames,1990
In_Flames,2e3
In_Flames,2010
Iron_Savior,1990
Iron_Savior,2e3
Iron_Savior,2010
Life_of_Agony,1990
Life_of_Agony,2e3
Company_Flow,1990
Company_Flow,2e3
Evan_and_Jaron,1990
Evan_and_Jaron,2e3
Sisqó,1990
Sisqó,2e3
Sisqó,2010
Boney_M.,1970
Boney_M.,1980
Boney_M.,1990
Boney_M.,2e3
Boney_M.,2010
Lionel_Richie,1980
Lionel_Richie,1990
Lionel_Richie,2e3
Lionel_Richie,2010
George_Benson,1960
George_Benson,1970
George_Benson,1980
George_Benson,1990
George_Benson,2e3
George_Benson,2010
Nightmares_on_Wax,1980
Nightmares_on_Wax,1990
Nightmares_on_Wax,2e3
Nightmares_on_Wax,2010
Jim_Croce,1960
Jim_Croce,1970
Jim_Croce,1980
Jim_Croce,1990
Jim_Croce,2e3
Jim_Croce,2010
Men_Without_Hats,1980
Men_Without_Hats,1990
Men_Without_Hats,2e3
Men_Without_Hats,2010
Olivia_Newton-John,1970
Olivia_Newton-John,1980
Olivia_Newton-John,1990
Olivia_Newton-John,2e3
Olivia_Newton-John,2010
Deep_Puddle_Dynamics,1990
Deep_Puddle_Dynamics,2e3
Illogic,2e3
Ramones,1970
Ramones,1980
Ramones,1990
Ramones,2e3
Ramones,2010
Unwritten_Law,1990
Unwritten_Law,2e3
Unwritten_Law,2010
Randy_Travis,1980
Randy_Travis,1990
Randy_Travis,2e3
Randy_Travis,2010
Photek,1990
Photek,2e3
Photek,2010
Timo_Maas,1990
Timo_Maas,2e3
Timo_Maas,2010
Ace_of_Base,1990
Ace_of_Base,2e3
Ace_of_Base,2010
Beanie_Sigel,1990
Beanie_Sigel,2e3
Beanie_Sigel,2010
Beenie_Man,1990
Beenie_Man,2e3
Beenie_Man,2010
United_Future_Organization,1990
United_Future_Organization,2e3
Martina_McBride,1990
Martina_McBride,2e3
Martina_McBride,2010
E_Nomine,1990
E_Nomine,2e3
Michelle_Shocked,1980
Michelle_Shocked,1990
Michelle_Shocked,2e3
Michael_Stearns,1970
Michael_Stearns,1980
Michael_Stearns,1990
Michael_Stearns,2e3
B*Witched,1990
B*Witched,2e3
B*Witched,2010
DJ_Quik,1990
DJ_Quik,2e3
DJ_Quik,2010
Kevin_Kern,1990
Kevin_Kern,2e3
Kevin_Kern,2010
Mark_Knopfler,1980
Mark_Knopfler,1990
Mark_Knopfler,2e3
Mark_Knopfler,2010
Linkin_Park,2e3
Linkin_Park,2010
Donna_Lewis,1990
Donna_Lewis,2e3
Donna_Lewis,2010
Ram_Jam,1970
Ram_Jam,1980
Ram_Jam,1990
Ram_Jam,2e3
Ram_Jam,2010
Böhse_Onkelz,1980
Böhse_Onkelz,1990
Böhse_Onkelz,2e3
Böhse_Onkelz,2010
Boards_of_Canada,1980
Boards_of_Canada,1990
Boards_of_Canada,2e3
Boards_of_Canada,2010
David_Byrne,1980
David_Byrne,1990
David_Byrne,2e3
David_Byrne,2010
Handsome_Boy_Modeling_School,1990
Handsome_Boy_Modeling_School,2e3
Mantronix,1980
Mantronix,1990
Mantronix,2e3
Mantronix,2010
Mocean_Worker,1990
Mocean_Worker,2e3
Mocean_Worker,2010
Slick_Rick,1980
Slick_Rick,1990
Slick_Rick,2e3
Tom_Tom_Club,1980
Tom_Tom_Club,1990
Tom_Tom_Club,2e3
Tom_Tom_Club,2010
Pink_Martini,1990
Pink_Martini,2e3
Pink_Martini,2010
Jermaine_Dupri,1990
Jermaine_Dupri,2e3
The_Black_Heart_Procession,1990
The_Black_Heart_Procession,2e3
The_Black_Heart_Procession,2010
Boogie_Down_Productions,1980
Boogie_Down_Productions,1990
Boogie_Down_Productions,2e3
Boogie_Down_Productions,2010
Rites_of_Spring,1980
Rites_of_Spring,1990
Rites_of_Spring,2e3
Rites_of_Spring,2010
The_Jesus_Lizard,1990
The_Jesus_Lizard,2e3
The_Suicide_Machines,1990
The_Suicide_Machines,2e3
Die_Fantastischen_Vier,1990
Die_Fantastischen_Vier,2e3
Die_Fantastischen_Vier,2010
Us3,1990
Us3,2e3
Us3,2010
Pat_Boone,1950
Pat_Boone,1960
Pat_Boone,1970
Pat_Boone,1980
Pat_Boone,1990
Pat_Boone,2e3
Deichkind,1990
Deichkind,2e3
Deichkind,2010
Deltron_3030,2e3
Deltron_3030,2010
The_Lively_Ones,1960
The_Lively_Ones,1970
The_Lively_Ones,1980
The_Lively_Ones,1990
The_Who,1960
The_Who,1970
The_Who,1980
The_Who,1990
The_Who,2e3
The_Who,2010
Mercury_Rev,1990
Mercury_Rev,2e3
Mercury_Rev,2010
Sigur_Rós,1990
Sigur_Rós,2e3
Sigur_Rós,2010
Johnny_Hates_Jazz,1980
Johnny_Hates_Jazz,1990
Johnny_Hates_Jazz,2e3
Johnny_Hates_Jazz,2010
The_Turtles,1960
The_Turtles,1970
The_Turtles,1980
The_Turtles,1990
The_Turtles,2e3
The_Turtles,2010
David_Allan_Coe,1960
David_Allan_Coe,1970
David_Allan_Coe,1980
David_Allan_Coe,1990
David_Allan_Coe,2e3
Level_42,1980
Level_42,1990
Level_42,2e3
Level_42,2010
Vanessa_Amorosi,1990
Vanessa_Amorosi,2e3
Vanessa_Amorosi,2010
Larry_Carlton,1970
Larry_Carlton,1980
Larry_Carlton,1990
Larry_Carlton,2e3
Larry_Carlton,2010
Liquid_Tension_Experiment,1990
Liquid_Tension_Experiment,2e3
Liquid_Tension_Experiment,2010
Paul_Anka,1950
Paul_Anka,1960
Paul_Anka,1970
Paul_Anka,1980
Paul_Anka,1990
Paul_Anka,2e3
Paul_Anka,2010
The_Specials,1970
The_Specials,1980
The_Specials,1990
The_Specials,2e3
The_Specials,2010
Fourplay,1990
Fourplay,2e3
Fourplay,2010
George_Duke,1970
George_Duke,1980
George_Duke,1990
George_Duke,2e3
George_Duke,2010
Theo_Parrish,1990
Theo_Parrish,2e3
Theo_Parrish,2010
The_KLF,1980
The_KLF,1990
The_KLF,2e3
The_KLF,2010
The_Smashing_Pumpkins,1980
The_Smashing_Pumpkins,1990
The_Smashing_Pumpkins,2e3
The_Smashing_Pumpkins,2010
Keith_Sweat,1980
Keith_Sweat,1990
Keith_Sweat,2e3
Keith_Sweat,2010
Ludacris,2e3
Ludacris,2010
Ruff_Endz,2e3
Elvis_Crespo,1990
Elvis_Crespo,2e3
Elvis_Crespo,2010
Randy_Edelman,1980
Randy_Edelman,1990
Randy_Edelman,2e3
Randy_Edelman,2010
Stryper,1980
Stryper,1990
Stryper,2e3
Stryper,2010
Bill_Frisell,1980
Bill_Frisell,1990
Bill_Frisell,2e3
Bill_Frisell,2010
Mark_Lanegan,1990
Mark_Lanegan,2e3
Mark_Lanegan,2010
Steve_Earle,1980
Steve_Earle,1990
Steve_Earle,2e3
Steve_Earle,2010
Chevelle,1990
Chevelle,2e3
Chevelle,2010
Finger_Eleven,1990
Finger_Eleven,2e3
Finger_Eleven,2010
Helloween,1980
Helloween,1990
Helloween,2e3
Helloween,2010
Queens_of_the_Stone_Age,1990
Queens_of_the_Stone_Age,2e3
Queens_of_the_Stone_Age,2010
16_Horsepower,1990
16_Horsepower,2e3
16_Horsepower,2010
Warren_Zevon,1960
Warren_Zevon,1970
Warren_Zevon,1980
Warren_Zevon,1990
Warren_Zevon,2e3
Warren_Zevon,2010
Traveling_Wilburys,1980
Traveling_Wilburys,1990
Traveling_Wilburys,2e3
Traveling_Wilburys,2010
Wet_Wet_Wet,1980
Wet_Wet_Wet,1990
Wet_Wet_Wet,2e3
Wet_Wet_Wet,2010
The_Manhattan_Transfer,1970
The_Manhattan_Transfer,1980
The_Manhattan_Transfer,1990
The_Manhattan_Transfer,2e3
The_Manhattan_Transfer,2010
The_Zombies,1960
The_Zombies,1970
The_Zombies,1980
The_Zombies,1990
The_Zombies,2e3
The_Zombies,2010
Nylon_Beat,1990
Nylon_Beat,2e3
David_Arnold,1990
David_Arnold,2e3
David_Arnold,2010
Large_Professor,1990
Large_Professor,2e3
Large_Professor,2010
Groove_Theory,1990
Das_EFX,1990
Das_EFX,2e3
Mix_Master_Mike,1990
Mix_Master_Mike,2e3
Mix_Master_Mike,2010
Poor_Righteous_Teachers,1990
Lootpack,1990
Lootpack,2e3
Lootpack,2010
Ozomatli,1990
Ozomatli,2e3
Ozomatli,2010
Quasimoto,1990
Quasimoto,2e3
Quasimoto,2010
The_Alan_Parsons_Project,1970
The_Alan_Parsons_Project,1980
The_Alan_Parsons_Project,1990
The_Alan_Parsons_Project,2e3
The_Alan_Parsons_Project,2010
Bessie_Smith,1920
Bessie_Smith,1930
Bessie_Smith,1940
Bessie_Smith,1950
Bessie_Smith,1960
Bessie_Smith,1970
Bessie_Smith,1980
Bessie_Smith,1990
Bessie_Smith,2e3
Bessie_Smith,2010
Pharoahe_Monch,1990
Pharoahe_Monch,2e3
Pharoahe_Monch,2010
Dru_Hill,1990
Dru_Hill,2e3
Dru_Hill,2010
Kelly_Price,2e3
Kelly_Price,2010
Mary_J._Blige,1990
Mary_J._Blige,2e3
Mary_J._Blige,2010
Mary_Mary,2e3
Mary_Mary,2010
Brooklyn_Bounce,1990
Brooklyn_Bounce,2e3
Dubstar,1990
Dubstar,2e3
Brotha_Lynch_Hung,1990
Brotha_Lynch_Hung,2e3
Brotha_Lynch_Hung,2010
Nickelback,1990
Nickelback,2e3
Nickelback,2010
Robert_Plant,1960
Robert_Plant,1970
Robert_Plant,1980
Robert_Plant,1990
Robert_Plant,2e3
Robert_Plant,2010
Tony_Joe_White,1960
Tony_Joe_White,1970
Tony_Joe_White,1980
Tony_Joe_White,1990
Tony_Joe_White,2e3
Tony_Joe_White,2010
Grace_Jones,1970
Grace_Jones,1980
Grace_Jones,1990
Grace_Jones,2e3
Grace_Jones,2010
Reinhard_Mey,1960
Reinhard_Mey,1970
Reinhard_Mey,1980
Reinhard_Mey,1990
Reinhard_Mey,2e3
Reinhard_Mey,2010
Lee_Ann_Womack,1990
Lee_Ann_Womack,2e3
Lee_Ann_Womack,2010
Etta_James,1960
Etta_James,1970
Etta_James,1980
Etta_James,1990
Etta_James,2e3
Etta_James,2010
Izzy_Stradlin,1990
Izzy_Stradlin,2e3
Izzy_Stradlin,2010
Royal_Trux,1980
Royal_Trux,1990
Royal_Trux,2e3
Royal_Trux,2010
Bob_Mould,1980
Bob_Mould,1990
Bob_Mould,2e3
Bob_Mould,2010
Peter_Tosh,1970
Peter_Tosh,1980
Peter_Tosh,1990
Peter_Tosh,2e3
Peter_Tosh,2010
The_Jam,1970
The_Jam,1980
The_Jam,1990
The_Jam,2e3
The_Jam,2010
Letters_to_Cleo,1990
Letters_to_Cleo,2e3
Letters_to_Cleo,2010
Joy_Division,1970
Joy_Division,1980
Joy_Division,1990
Joy_Division,2e3
Joy_Division,2010
Nina_Hagen,1980
Nina_Hagen,1990
Nina_Hagen,2e3
Nina_Hagen,2010
Rio_Reiser,1980
Rio_Reiser,1990
Rio_Reiser,2e3
Rio_Reiser,2010
Rusted_Root,1990
Rusted_Root,2e3
Rusted_Root,2010
Blackmore's_Night,1990
Blackmore's_Night,2e3
Blackmore's_Night,2010
Project_86,1990
Project_86,2e3
Project_86,2010
Anne_Clark,1980
Anne_Clark,1990
Anne_Clark,2e3
Anne_Clark,2010
Shed_Seven,1990
Shed_Seven,2e3
Shed_Seven,2010
Vince_Gill,1980
Vince_Gill,1990
Vince_Gill,2e3
Vince_Gill,2010
Reamonn,2e3
Reamonn,2010
Chris_Montez,1960
Chris_Montez,1970
Chris_Montez,1980
Chris_Montez,1990
Chris_Montez,2e3
Son_House,1960
Son_House,1970
Son_House,1980
Son_House,1990
Son_House,2e3
Phil_Keaggy,1970
Phil_Keaggy,1980
Phil_Keaggy,1990
Phil_Keaggy,2e3
Phil_Keaggy,2010
Sportfreunde_Stiller,1990
Sportfreunde_Stiller,2e3
Sportfreunde_Stiller,2010
Têtes_Raides,1980
Têtes_Raides,1990
Têtes_Raides,2e3
Têtes_Raides,2010
Hocico,1990
Hocico,2e3
Hocico,2010
Eva_Cassidy,1990
Eva_Cassidy,2e3
Eva_Cassidy,2010
Neneh_Cherry,1980
Neneh_Cherry,1990
Neneh_Cherry,2e3
Neneh_Cherry,2010
Red_Hot_Chili_Peppers,1980
Red_Hot_Chili_Peppers,1990
Red_Hot_Chili_Peppers,2e3
Red_Hot_Chili_Peppers,2010
Sheila_Chandra,1980
Sheila_Chandra,1990
Sheila_Chandra,2e3
Sheila_Chandra,2010
Steve_Winwood,1970
Steve_Winwood,1980
Steve_Winwood,1990
Steve_Winwood,2e3
Steve_Winwood,2010
Michael_Learns_to_Rock,1990
Michael_Learns_to_Rock,2e3
Michael_Learns_to_Rock,2010
The_Rembrandts,1990
The_Rembrandts,2e3
Uncle_Tupelo,1990
Uncle_Tupelo,2e3
Uncle_Tupelo,2010
Lloyd_Cole,1990
Lloyd_Cole,2e3
Lloyd_Cole,2010
Kosheen,1990
Kosheen,2e3
Kosheen,2010
The_Marshall_Tucker_Band,1970
The_Marshall_Tucker_Band,1980
The_Marshall_Tucker_Band,1990
The_Marshall_Tucker_Band,2e3
The_Marshall_Tucker_Band,2010
SWV,1990
SWV,2e3
SWV,2010
Lisa_Stansfield,1980
Lisa_Stansfield,1990
Lisa_Stansfield,2e3
Lisa_Stansfield,2010
Nine_Days,1990
Nine_Days,2e3
Nine_Days,2010
The_Shamen,1980
The_Shamen,1990
The_Shamen,2e3
The_Notorious_B.I.G.,1990
The_Notorious_B.I.G.,2e3
The_Notorious_B.I.G.,2010
The_Motels,1970
The_Motels,1980
The_Motels,1990
The_Motels,2e3
The_Motels,2010
Martha_and_the_Muffins,1970
Martha_and_the_Muffins,1980
Martha_and_the_Muffins,1990
Martha_and_the_Muffins,2e3
Martha_and_the_Muffins,2010
The_Hollies,1960
The_Hollies,1970
The_Hollies,1980
The_Hollies,1990
The_Hollies,2e3
The_Hollies,2010
Sawyer_Brown,1980
Sawyer_Brown,1990
Sawyer_Brown,2e3
Sawyer_Brown,2010
Thelma_Houston,1960
Thelma_Houston,1970
Thelma_Houston,1980
Thelma_Houston,1990
Thelma_Houston,2e3
Thelma_Houston,2010
Yvonne_Elliman,1970
Yvonne_Elliman,1980
Yvonne_Elliman,1990
Yvonne_Elliman,2e3
Yvonne_Elliman,2010
Amii_Stewart,1970
Amii_Stewart,1980
Amii_Stewart,1990
Amii_Stewart,2e3
Kajagoogoo,1980
Kajagoogoo,1990
Kajagoogoo,2e3
Kajagoogoo,2010
Richie_Havens,1960
Richie_Havens,1970
Richie_Havens,1980
Richie_Havens,1990
Richie_Havens,2e3
John_Hartford,1960
John_Hartford,1970
John_Hartford,1980
John_Hartford,1990
John_Hartford,2e3
John_Hartford,2010
Terry_Jacks,1970
Terry_Jacks,1980
Terry_Jacks,1990
Terry_Jacks,2e3
Deborah_Cox,1990
Deborah_Cox,2e3
Deborah_Cox,2010
Billy_Paul,1960
Billy_Paul,1970
Billy_Paul,1980
Billy_Paul,1990
Billy_Paul,2e3
Billy_Paul,2010
Stealers_Wheel,1970
Stealers_Wheel,1980
Stealers_Wheel,1990
Stealers_Wheel,2e3
Stealers_Wheel,2010
Nik_Kershaw,1980
Nik_Kershaw,1990
Nik_Kershaw,2e3
Nik_Kershaw,2010
Boy_George,1980
Boy_George,1990
Boy_George,2e3
Boy_George,2010
Peaches_&_Herb,1960
Peaches_&_Herb,1970
Peaches_&_Herb,1980
Peaches_&_Herb,1990
Peaches_&_Herb,2e3
Bill_Withers,1970
Bill_Withers,1980
Bill_Withers,1990
Bill_Withers,2e3
Bill_Withers,2010
Dieselboy,1990
Dieselboy,2e3
Living_Sacrifice,1990
Living_Sacrifice,2e3
Living_Sacrifice,2010
Seefeel,1990
Seefeel,2e3
Seefeel,2010
Die_Apokalyptischen_Reiter,1990
Die_Apokalyptischen_Reiter,2e3
Die_Apokalyptischen_Reiter,2010
Xavier_Naidoo,1990
Xavier_Naidoo,2e3
Xavier_Naidoo,2010
Derrick_Morgan,1960
Derrick_Morgan,1970
Derrick_Morgan,1980
Derrick_Morgan,1990
Derrick_Morgan,2e3
The_Irish_Rovers,1960
The_Irish_Rovers,1970
The_Irish_Rovers,1980
The_Irish_Rovers,1990
The_Irish_Rovers,2e3
The_Irish_Rovers,2010
John_Michael_Montgomery,1990
John_Michael_Montgomery,2e3
Pete_Townshend,1970
Pete_Townshend,1980
Pete_Townshend,1990
Pete_Townshend,2e3
Pete_Townshend,2010
Steelheart,1990
Steelheart,2e3
Steelheart,2010
John_Prine,1970
John_Prine,1980
John_Prine,1990
John_Prine,2e3
John_Prine,2010
Utah_Saints,1990
Utah_Saints,2e3
Burzum,1990
Burzum,2e3
Burzum,2010
Procol_Harum,1960
Procol_Harum,1970
Procol_Harum,1980
Procol_Harum,1990
Procol_Harum,2e3
Procol_Harum,2010
Body_Count,1990
Body_Count,2e3
Body_Count,2010
Joan_Baez,1960
Joan_Baez,1970
Joan_Baez,1980
Joan_Baez,1990
Joan_Baez,2e3
Joan_Baez,2010
Capital_Inicial,1980
Capital_Inicial,1990
Capital_Inicial,2e3
Capital_Inicial,2010
Slade,1970
Slade,1980
Slade,1990
Slade,2e3
Slade,2010
Nelly_Furtado,1990
Nelly_Furtado,2e3
Nelly_Furtado,2010
Francesco_De_Gregori,1970
Francesco_De_Gregori,1980
Francesco_De_Gregori,1990
Francesco_De_Gregori,2e3
Francesco_De_Gregori,2010
Leo_Sayer,1970
Leo_Sayer,1980
Leo_Sayer,1990
Leo_Sayer,2e3
Leo_Sayer,2010
The_Vapors,1970
The_Vapors,1980
The_Vapors,1990
The_Vapors,2e3
Arch_Enemy,1990
Arch_Enemy,2e3
Arch_Enemy,2010
Two_Witches,1990
Two_Witches,2e3
My_Dying_Bride,1990
My_Dying_Bride,2e3
My_Dying_Bride,2010
Joe_Ely,1970
Joe_Ely,1980
Joe_Ely,1990
Joe_Ely,2e3
Joe_Ely,2010
Leon_Russell,1970
Leon_Russell,1980
Leon_Russell,1990
Leon_Russell,2e3
Leon_Russell,2010
Nat_King_Cole,1940
Nat_King_Cole,1950
Nat_King_Cole,1960
Nat_King_Cole,1970
Nat_King_Cole,1980
Nat_King_Cole,1990
Nat_King_Cole,2e3
Nat_King_Cole,2010
Raimundos,1990
Raimundos,2e3
Raimundos,2010
Terminal_Choice,1990
Terminal_Choice,2e3
Terminal_Choice,2010
Bon_Jovi,1980
Bon_Jovi,1990
Bon_Jovi,2e3
Bon_Jovi,2010
Mauro_Picotto,1990
Mauro_Picotto,2e3
Mauro_Picotto,2010
Massive_Töne,1990
Massive_Töne,2e3
Söhne_Mannheims,2e3
Söhne_Mannheims,2010
Cosmic_Gate,1990
Cosmic_Gate,2e3
Cosmic_Gate,2010
Dynamite_Deluxe,1990
Dynamite_Deluxe,2e3
Ayreon,1990
Ayreon,2e3
Ayreon,2010
Molly_Hatchet,1970
Molly_Hatchet,1980
Molly_Hatchet,1990
Molly_Hatchet,2e3
Molly_Hatchet,2010
Runrig,1970
Runrig,1980
Runrig,1990
Runrig,2e3
Runrig,2010
Shadow_Gallery,1990
Shadow_Gallery,2e3
The_Flower_Kings,1990
The_Flower_Kings,2e3
The_Flower_Kings,2010
Thin_Lizzy,1970
Thin_Lizzy,1980
Thin_Lizzy,1990
Thin_Lizzy,2e3
Thin_Lizzy,2010
Small_Faces,1960
Small_Faces,1970
Small_Faces,1980
Small_Faces,1990
Small_Faces,2e3
Small_Faces,2010
Paul_Westerberg,1990
Paul_Westerberg,2e3
Paul_Westerberg,2010
Mother_Love_Bone,1980
Mother_Love_Bone,1990
Mother_Love_Bone,2e3
Mother_Love_Bone,2010
Badfinger,1960
Badfinger,1970
Badfinger,1980
Badfinger,1990
Badfinger,2e3
Badfinger,2010
Ismo_Alanko,1990
Ismo_Alanko,2e3
Ismo_Alanko,2010
Jaco_Pastorius,1970
Jaco_Pastorius,1980
Jaco_Pastorius,1990
Jaco_Pastorius,2e3
Jaco_Pastorius,2010
Jon_Brion,2e3
Jon_Brion,2010
Mary_Black,1980
Mary_Black,1990
Mary_Black,2e3
Mary_Black,2010
Kirk_Franklin,1990
Kirk_Franklin,2e3
