artistname,decade
Nekromantix,1990
Nekromantix,2e3
Nekromantix,2010
The_Accüsed,1980
The_Accüsed,1990
The_Accüsed,2e3
Nicolette_Larson,1970
Nicolette_Larson,1980
Nicolette_Larson,1990
Nicolette_Larson,2e3
Crosby_&_Nash,1970
Crosby_&_Nash,1980
Crosby_&_Nash,1990
Crosby_&_Nash,2e3
Crosby_&_Nash,2010
Carmen_Consoli,1990
Carmen_Consoli,2e3
Carmen_Consoli,2010
Apache_Indian,1990
Apache_Indian,2e3
Tyrone_Davis,1960
Tyrone_Davis,1970
Tyrone_Davis,1980
Tyrone_Davis,1990
Tyrone_Davis,2e3
Bal-Sagoth,1990
Bal-Sagoth,2e3
Phantom_Planet,1990
Phantom_Planet,2e3
Fela_Kuti,1970
Fela_Kuti,1980
Fela_Kuti,1990
Fela_Kuti,2e3
Fela_Kuti,2010
The_Legendary_Pink_Dots,1980
The_Legendary_Pink_Dots,1990
The_Legendary_Pink_Dots,2e3
The_Legendary_Pink_Dots,2010
Anthony_B,1990
Anthony_B,2e3
Anthony_B,2010
Shocking_Blue,1960
Shocking_Blue,1970
Shocking_Blue,1980
Shocking_Blue,1990
Shocking_Blue,2e3
Shocking_Blue,2010
Return_to_Forever,1970
Return_to_Forever,1980
Return_to_Forever,1990
Return_to_Forever,2e3
Return_to_Forever,2010
Léo_Delibes,1980
Léo_Delibes,1990
De_Dijk,1980
De_Dijk,1990
De_Dijk,2e3
De_Dijk,2010
Ornette_Coleman,1950
Ornette_Coleman,1960
Ornette_Coleman,1970
Ornette_Coleman,1980
Ornette_Coleman,1990
Ornette_Coleman,2e3
Ornette_Coleman,2010
Tommy_Roe,1960
Tommy_Roe,1970
Tommy_Roe,1980
Tommy_Roe,1990
Tommy_Roe,2e3
Buckethead,1990
Buckethead,2e3
Buckethead,2010
No-Man,1990
No-Man,2e3
No-Man,2010
E.S._Posthumus,2e3
E.S._Posthumus,2010
Thrice,1990
Thrice,2e3
Thrice,2010
June_Christy,1950
June_Christy,1960
June_Christy,1970
June_Christy,1980
June_Christy,1990
June_Christy,2e3
June_Christy,2010
The_Wrens,1990
The_Wrens,2e3
Slowdive,1990
Slowdive,2e3
Slowdive,2010
3rd_Bass,1980
3rd_Bass,1990
3rd_Bass,2e3
Blaque,1990
Blaque,2e3
Rick_Derringer,1970
Rick_Derringer,1980
Rick_Derringer,1990
Rick_Derringer,2e3
Rick_Derringer,2010
Robben_Ford,1970
Robben_Ford,1980
Robben_Ford,1990
Robben_Ford,2e3
Robben_Ford,2010
James_Gang,1970
James_Gang,1980
James_Gang,1990
James_Gang,2e3
Eskimo_Joe,1990
Eskimo_Joe,2e3
Eskimo_Joe,2010
Tim_Finn,1980
Tim_Finn,1990
Tim_Finn,2e3
Tim_Finn,2010
Ultra_Naté,1990
Ultra_Naté,2e3
Dreadful_Shadows,1990
Dreadful_Shadows,2e3
Oxide_&_Neutrino,2e3
The_Spencer_Davis_Group,1960
The_Spencer_Davis_Group,1970
The_Spencer_Davis_Group,1980
The_Spencer_Davis_Group,1990
The_Spencer_Davis_Group,2e3
Hüsker_Dü,1980
Hüsker_Dü,1990
Hüsker_Dü,2e3
Hüsker_Dü,2010
John_Farnham,1960
John_Farnham,1970
John_Farnham,1980
John_Farnham,1990
John_Farnham,2e3
John_Farnham,2010
D'Sound,1990
D'Sound,2e3
D'Sound,2010
Leæther_Strip,1980
Leæther_Strip,1990
Leæther_Strip,2e3
Leæther_Strip,2010
Barclay_James_Harvest,1970
Barclay_James_Harvest,1980
Barclay_James_Harvest,1990
Barclay_James_Harvest,2e3
Barclay_James_Harvest,2010
Abigor,1990
Abigor,2e3
Abigor,2010
Black_Label_Society,1990
Black_Label_Society,2e3
Black_Label_Society,2010
Beres_Hammond,1970
Beres_Hammond,1980
Beres_Hammond,1990
Beres_Hammond,2e3
Beres_Hammond,2010
Mark_Wills,1990
Mark_Wills,2e3
Mark_Wills,2010
Skeeter_Davis,1950
Skeeter_Davis,1960
Skeeter_Davis,1970
Skeeter_Davis,1980
Skeeter_Davis,1990
Skeeter_Davis,2e3
Betty_Everett,1960
Betty_Everett,1970
Betty_Everett,1980
Betty_Everett,1990
Betty_Everett,2e3
Eyedea_&_Abilities,2e3
Titãs,1980
Titãs,1990
Titãs,2e3
Titãs,2010
Mr._Vegas,1990
Mr._Vegas,2e3
Mr._Vegas,2010
Tanya_Stephens,1990
Tanya_Stephens,2e3
Tanya_Stephens,2010
Jah_Mason,1990
Jah_Mason,2e3
Jah_Mason,2010
Silver_Apples,1960
Silver_Apples,1970
Silver_Apples,1980
Silver_Apples,1990
Silver_Apples,2e3
Silver_Apples,2010
Giorgio_Moroder,1970
Giorgio_Moroder,1980
Giorgio_Moroder,1990
Giorgio_Moroder,2e3
Giorgio_Moroder,2010
Eddy_Arnold,1950
Eddy_Arnold,1960
Eddy_Arnold,1970
Eddy_Arnold,1980
Eddy_Arnold,1990
Eddy_Arnold,2e3
Lesley_Gore,1960
Lesley_Gore,1970
Lesley_Gore,1980
Lesley_Gore,1990
Lesley_Gore,2e3
Mates_of_State,2e3
Mates_of_State,2010
Chris_Norman,1980
Chris_Norman,1990
Chris_Norman,2e3
Chris_Norman,2010
Zeca_Pagodinho,1980
Zeca_Pagodinho,1990
Zeca_Pagodinho,2e3
Zeca_Pagodinho,2010
Wayne_Hancock,1990
Wayne_Hancock,2e3
Wayne_Hancock,2010
Raised_Fist,1990
Raised_Fist,2e3
Raised_Fist,2010
Underoath,1990
Underoath,2e3
Underoath,2010
Sean_Paul,2e3
Sean_Paul,2010
Her_Space_Holiday,1990
Her_Space_Holiday,2e3
Her_Space_Holiday,2010
Boredoms,1980
Boredoms,1990
Boredoms,2e3
Pale_Saints,1980
Pale_Saints,1990
Rachid_Taha,1990
Rachid_Taha,2e3
Rachid_Taha,2010
The_Dictators,1970
The_Dictators,1980
The_Dictators,1990
The_Dictators,2e3
The_Dictators,2010
T.O.K.,2e3
Bounty_Killer,1990
Bounty_Killer,2e3
Morgan_Heritage,1990
Morgan_Heritage,2e3
Morgan_Heritage,2010
Tennessee_Ernie_Ford,1950
Tennessee_Ernie_Ford,1960
Tennessee_Ernie_Ford,1970
Tennessee_Ernie_Ford,1980
Tennessee_Ernie_Ford,1990
Tennessee_Ernie_Ford,2e3
Tennessee_Ernie_Ford,2010
Claudine_Longet,1960
Claudine_Longet,1970
Claudine_Longet,1980
Claudine_Longet,1990
Claudine_Longet,2e3
Wet_Willie,1970
Wet_Willie,1980
Wet_Willie,1990
Wet_Willie,2e3
M._Ward,1990
M._Ward,2e3
M._Ward,2010
Mis-Teeq,2e3
Spooky_Tooth,1960
Spooky_Tooth,1970
Spooky_Tooth,1980
Spooky_Tooth,1990
Spooky_Tooth,2e3
Spooky_Tooth,2010
Freda_Payne,1960
Freda_Payne,1970
Freda_Payne,1980
Freda_Payne,1990
Freda_Payne,2e3
Freda_Payne,2010
The_Mahones,1990
The_Mahones,2e3
The_Mahones,2010
Scott_Joplin,1900
Scott_Joplin,1910
Scott_Joplin,1920
Scott_Joplin,1930
Scott_Joplin,1940
Scott_Joplin,1950
Scott_Joplin,1960
Scott_Joplin,1970
Scott_Joplin,1980
Scott_Joplin,1990
Scott_Joplin,2e3
Manilla_Road,1980
Manilla_Road,1990
Manilla_Road,2e3
Manilla_Road,2010
Lonnie_Liston_Smith,1970
Lonnie_Liston_Smith,1980
Lonnie_Liston_Smith,1990
Lonnie_Liston_Smith,2e3
Lonnie_Liston_Smith,2010
Fausto_Papetti,1960
Fausto_Papetti,1970
Fausto_Papetti,1980
Fausto_Papetti,1990
Fausto_Papetti,2e3
Fausto_Papetti,2010
Ilse_DeLange,1990
Ilse_DeLange,2e3
Ilse_DeLange,2010
Jacques_Dutronc,1960
Jacques_Dutronc,1970
Jacques_Dutronc,1980
Jacques_Dutronc,1990
Jacques_Dutronc,2e3
Jacques_Dutronc,2010
Nancy_Sinatra,1960
Nancy_Sinatra,1970
Nancy_Sinatra,1980
Nancy_Sinatra,1990
Nancy_Sinatra,2e3
Nancy_Sinatra,2010
Don_Caballero,1990
Don_Caballero,2e3
Don_Caballero,2010
Eisregen,1990
Eisregen,2e3
Eisregen,2010
Polvo,1990
Polvo,2e3
Polvo,2010
Arovane,1990
Arovane,2e3
Arovane,2010
The_Sea_and_Cake,1990
The_Sea_and_Cake,2e3
The_Sea_and_Cake,2010
Zebrahead,1990
Zebrahead,2e3
Zebrahead,2010
Ill_Niño,2e3
Ill_Niño,2010
Sara_Groves,2e3
Sara_Groves,2010
Koko_Taylor,1960
Koko_Taylor,1970
Koko_Taylor,1980
Koko_Taylor,1990
Koko_Taylor,2e3
Koko_Taylor,2010
Coco_Montoya,1990
Coco_Montoya,2e3
Nocturnal_Rites,1990
Nocturnal_Rites,2e3
Death_in_June,1980
Death_in_June,1990
Death_in_June,2e3
Death_in_June,2010
Grupo_Niche,1970
Grupo_Niche,1980
Grupo_Niche,1990
Grupo_Niche,2e3
Grupo_Niche,2010
Elio_e_le_Storie_Tese,1980
Elio_e_le_Storie_Tese,1990
Elio_e_le_Storie_Tese,2e3
Elio_e_le_Storie_Tese,2010
Mustasch,2e3
Mustasch,2010
The_Icicle_Works,1980
The_Icicle_Works,1990
The_Icicle_Works,2e3
The_Icicle_Works,2010
Tom_Rush,1960
Tom_Rush,1970
Tom_Rush,1980
Tom_Rush,1990
Tom_Rush,2e3
Tom_Rush,2010
Karsh_Kale,2e3
Karsh_Kale,2010
Half_Man_Half_Biscuit,1980
Half_Man_Half_Biscuit,1990
Half_Man_Half_Biscuit,2e3
Half_Man_Half_Biscuit,2010
Adam_Ant,1980
Adam_Ant,1990
Adam_Ant,2e3
Adam_Ant,2010
Vibrasphere,1990
Vibrasphere,2e3
Brenda_Lee,1950
Brenda_Lee,1960
Brenda_Lee,1970
Brenda_Lee,1980
Brenda_Lee,1990
Brenda_Lee,2e3
Brenda_Lee,2010
The_Fleetwoods,1950
The_Fleetwoods,1960
The_Fleetwoods,1970
The_Fleetwoods,1980
The_Fleetwoods,1990
The_Fleetwoods,2e3
Richie_Sambora,1990
Richie_Sambora,2e3
Richie_Sambora,2010
The_Streets,2e3
The_Streets,2010
Ben_Kweller,2e3
Ben_Kweller,2010
Brand_Nubian,1990
Brand_Nubian,2e3
Brand_Nubian,2010
R._Dean_Taylor,1960
R._Dean_Taylor,1970
R._Dean_Taylor,1980
R._Dean_Taylor,1990
R._Dean_Taylor,2e3
Boozoo_Bajou,1990
Boozoo_Bajou,2e3
Boozoo_Bajou,2010
Buck_Owens,1960
Buck_Owens,1970
Buck_Owens,1980
Buck_Owens,1990
Buck_Owens,2e3
Buck_Owens,2010
Jeffrey_Osborne,1980
Jeffrey_Osborne,1990
Jeffrey_Osborne,2e3
Jeffrey_Osborne,2010
Hayseed_Dixie,2e3
Hayseed_Dixie,2010
Norah_Jones,2e3
Norah_Jones,2010
The_Merry_Thoughts,1990
Die_Form,1970
Die_Form,1980
Die_Form,1990
Die_Form,2e3
Die_Form,2010
Flowing_Tears,2e3
The_Style_Council,1980
The_Style_Council,1990
The_Style_Council,2e3
The_Style_Council,2010
Gladys_Knight,1970
Gladys_Knight,1980
Gladys_Knight,1990
Gladys_Knight,2e3
Gladys_Knight,2010
The_McCoys,1960
The_McCoys,1970
The_McCoys,1980
The_McCoys,1990
The_McCoys,2e3
The_McCoys,2010
Überzone,1990
Überzone,2e3
Aziza_Mustafa_Zadeh,1990
Aziza_Mustafa_Zadeh,2e3
Aziza_Mustafa_Zadeh,2010
Omara_Portuondo,1990
Omara_Portuondo,2e3
Esbjörn_Svensson_Trio,1990
Esbjörn_Svensson_Trio,2e3
Esbjörn_Svensson_Trio,2010
Kenny_Lattimore,1990
Kenny_Lattimore,2e3
Kenny_Lattimore,2010
The_Nerves,1970
The_Nerves,1980
The_Nerves,1990
The_Nerves,2e3
The_Tossers,1990
The_Tossers,2e3
The_Tossers,2010
The_Wildhearts,1990
The_Wildhearts,2e3
The_Wildhearts,2010
Sean_Lennon,1990
Sean_Lennon,2e3
Sean_Lennon,2010
Cock_Sparrer,1970
Cock_Sparrer,1980
Cock_Sparrer,1990
Cock_Sparrer,2e3
Cock_Sparrer,2010
Boris_Gardiner,1970
Boris_Gardiner,1980
Boris_Gardiner,1990
Boris_Gardiner,2e3
Boris_Gardiner,2010
The_Melodians,1970
The_Melodians,1980
The_Melodians,1990
The_Melodians,2e3
Derrick_Harriott,1970
Derrick_Harriott,1980
Derrick_Harriott,1990
Brandtson,1990
Brandtson,2e3
Gustavo_Cerati,1990
Gustavo_Cerati,2e3
Gustavo_Cerati,2010
Joey_Ramone,2e3
Joey_Ramone,2010
Chico_Hamilton,1950
Chico_Hamilton,1960
Chico_Hamilton,1970
Chico_Hamilton,1980
Chico_Hamilton,1990
Chico_Hamilton,2e3
Chico_Hamilton,2010
Keller_Williams,1990
Keller_Williams,2e3
Keller_Williams,2010
DJ_Hype,1990
DJ_Hype,2e3
Prince_Buster,1960
Prince_Buster,1970
Prince_Buster,1980
Prince_Buster,1990
Prince_Buster,2e3
Prince_Buster,2010
Ann_Peebles,1960
Ann_Peebles,1970
Ann_Peebles,1980
Ann_Peebles,1990
Ann_Peebles,2e3
Something_Corporate,2e3
Something_Corporate,2010
Santa_Esmeralda,1970
Santa_Esmeralda,1980
Santa_Esmeralda,1990
Santa_Esmeralda,2e3
Chaka_Demus_&_Pliers,1990
Krafty_Kuts,1990
Krafty_Kuts,2e3
Krafty_Kuts,2010
Simple_Plan,2e3
Simple_Plan,2010
Oxmo_Puccino,1990
Oxmo_Puccino,2e3
Oxmo_Puccino,2010
Niels_van_Gogh,1990
Niels_van_Gogh,2e3
Georgie_Fame,1960
Georgie_Fame,1970
Georgie_Fame,1980
Georgie_Fame,1990
Georgie_Fame,2e3
Georgie_Fame,2010
Transglobal_Underground,1990
Transglobal_Underground,2e3
Transglobal_Underground,2010
OK_Go,2e3
OK_Go,2010
Teddy_Pendergrass,1970
Teddy_Pendergrass,1980
Teddy_Pendergrass,1990
Teddy_Pendergrass,2e3
Teddy_Pendergrass,2010
N-Trance,1990
N-Trance,2e3
Metal_Church,1980
Metal_Church,1990
Metal_Church,2e3
Metal_Church,2010
Alexandre_Pires,2e3
Alexandre_Pires,2010
Sin_Bandera,2e3
Sin_Bandera,2010
DJ_Assault,1990
DJ_Assault,2e3
Boikot,1990
Boikot,2e3
Boikot,2010
Do_Make_Say_Think,1990
Do_Make_Say_Think,2e3
Do_Make_Say_Think,2010
Moonsorrow,1990
Moonsorrow,2e3
Moonsorrow,2010
Joachim_Witt,1980
Joachim_Witt,1990
Joachim_Witt,2e3
Joachim_Witt,2010
Tree63,1990
Tree63,2e3
Johnny_Hallyday,1960
Johnny_Hallyday,1970
Johnny_Hallyday,1980
Johnny_Hallyday,1990
Johnny_Hallyday,2e3
Johnny_Hallyday,2010
Roy_Ayers,1960
Roy_Ayers,1970
Roy_Ayers,1980
Roy_Ayers,1990
Roy_Ayers,2e3
Roy_Ayers,2010
Cormega,2e3
Cormega,2010
Frank_Chacksfield,2e3
Bohren_&_der_Club_of_Gore,1990
Bohren_&_der_Club_of_Gore,2e3
Bohren_&_der_Club_of_Gore,2010
Tracy_Byrd,1980
Tracy_Byrd,1990
Tracy_Byrd,2e3
Tracy_Byrd,2010
Tracy_Lawrence,1990
Tracy_Lawrence,2e3
Tracy_Lawrence,2010
Max_Roach,1950
Max_Roach,1960
Max_Roach,1970
Max_Roach,1980
Max_Roach,1990
Max_Roach,2e3
Max_Roach,2010
Big_Youth,1970
Big_Youth,1980
Big_Youth,1990
Big_Youth,2e3
Big_Youth,2010
Ellis_Paul,2e3
Ellis_Paul,2010
Shy_FX,1990
Shy_FX,2e3
Shy_FX,2010
Vanessa_Carlton,2e3
Vanessa_Carlton,2010
Vintersorg,1990
Vintersorg,2e3
Vintersorg,2010
Buddy_Miles,1970
Buddy_Miles,1980
Buddy_Miles,1990
Buddy_Miles,2e3
Buddy_Miles,2010
Anja_Garbarek,1990
Anja_Garbarek,2e3
Axelle_Red,1990
Axelle_Red,2e3
Axelle_Red,2010
Die_Happy,1990
Die_Happy,2e3
Die_Happy,2010
The_Mooney_Suzuki,1990
The_Mooney_Suzuki,2e3
The_Box_Tops,1960
The_Box_Tops,1970
The_Box_Tops,1980
The_Box_Tops,1990
The_Box_Tops,2e3
The_Box_Tops,2010
David_Coverdale,1970
David_Coverdale,1980
David_Coverdale,1990
David_Coverdale,2e3
David_Coverdale,2010
Lucinda_Williams,1970
Lucinda_Williams,1980
Lucinda_Williams,1990
Lucinda_Williams,2e3
Lucinda_Williams,2010
Dave_Van_Ronk,1950
Dave_Van_Ronk,1960
Dave_Van_Ronk,1970
Dave_Van_Ronk,1980
Dave_Van_Ronk,1990
Dave_Van_Ronk,2e3
Dave_Van_Ronk,2010
Tal_Bachman,1990
Tal_Bachman,2e3
Tal_Bachman,2010
Agitation_Free,1970
Agitation_Free,1980
Agitation_Free,1990
Agitation_Free,2e3
Agitation_Free,2010
Virgin_Steele,1980
Virgin_Steele,1990
Virgin_Steele,2e3
Virgin_Steele,2010
Silicone_Soul,2e3
Silicone_Soul,2010
Yeah_Yeah_Yeahs,2e3
Yeah_Yeah_Yeahs,2010
Spacemen_3,1980
Spacemen_3,1990
Spacemen_3,2e3
Spacemen_3,2010
The_Rubettes,1970
The_Rubettes,1980
The_Rubettes,1990
The_Rubettes,2e3
The_Rubettes,2010
Johnny_Tillotson,1960
Johnny_Tillotson,1970
Johnny_Tillotson,1980
Johnny_Tillotson,1990
Johnny_Tillotson,2e3
Johnny_Tillotson,2010
Helen_Shapiro,1960
Helen_Shapiro,1970
Helen_Shapiro,1980
Helen_Shapiro,1990
Helen_Shapiro,2e3
Helen_Shapiro,2010
Billie_Davis,1960
Billie_Davis,1970
Billie_Davis,1980
Billie_Davis,1990
Billie_Davis,2e3
Adriana_Calcanhotto,1990
Adriana_Calcanhotto,2e3
Adriana_Calcanhotto,2010
Dina_Carroll,1990
Dina_Carroll,2e3
Patrick_Doyle,1990
Patrick_Doyle,2e3
Patrick_Doyle,2010
Glenn_Medeiros,1980
Glenn_Medeiros,1990
Glenn_Medeiros,2e3
Glenn_Medeiros,2010
Shakra,1990
Shakra,2e3
Shakra,2010
David_Ruffin,1960
David_Ruffin,1970
David_Ruffin,1980
David_Ruffin,1990
David_Ruffin,2e3
Broder_Daniel,1990
Broder_Daniel,2e3
Broder_Daniel,2010
Sonny_James,1950
Sonny_James,1960
Sonny_James,1970
Sonny_James,1980
Sonny_James,1990
Sonny_James,2e3
Lee_Dorsey,1950
Lee_Dorsey,1960
Lee_Dorsey,1970
Lee_Dorsey,1980
Lee_Dorsey,1990
Lee_Dorsey,2e3
Rhonda_Vincent,2e3
Rhonda_Vincent,2010
Darren_Hayes,2e3
Darren_Hayes,2010
Orphaned_Land,1990
Orphaned_Land,2e3
Orphaned_Land,2010
Joseph_Arthur,1990
Joseph_Arthur,2e3
Joseph_Arthur,2010
Glassjaw,1990
Glassjaw,2e3
Glassjaw,2010
Barrett_Strong,1950
Barrett_Strong,1960
Barrett_Strong,1970
Barrett_Strong,1980
Barrett_Strong,1990
Barrett_Strong,2e3
Kottonmouth_Kings,1990
Kottonmouth_Kings,2e3
Kottonmouth_Kings,2010
The_Velvelettes,1960
The_Velvelettes,1970
The_Velvelettes,1980
The_Velvelettes,1990
The_Velvelettes,2e3
Brenda_Holloway,1960
Brenda_Holloway,1970
Brenda_Holloway,1980
Brenda_Holloway,1990
Brenda_Holloway,2e3
Edoardo_Bennato,1970
Edoardo_Bennato,1980
Edoardo_Bennato,1990
Edoardo_Bennato,2e3
Edoardo_Bennato,2010
Hank_Snow,1940
Hank_Snow,1950
Hank_Snow,1960
Hank_Snow,1970
Hank_Snow,1980
Hank_Snow,1990
Hank_Snow,2e3
Hank_Snow,2010
Puracane,2e3
Puracane,2010
Vicente_Amigo,1990
Vicente_Amigo,2e3
Vicente_Amigo,2010
Ward_21,2e3
The_Sonics,1960
The_Sonics,1970
The_Sonics,1980
The_Sonics,1990
The_Sonics,2e3
The_Sonics,2010
Harry_Gregson-Williams,1990
Harry_Gregson-Williams,2e3
Harry_Gregson-Williams,2010
Blake_Shelton,2e3
Blake_Shelton,2010
Infectious_Grooves,1990
Infectious_Grooves,2e3
Bruno_Coulais,1990
Bruno_Coulais,2e3
Bruno_Coulais,2010
Charley_Pride,1960
Charley_Pride,1970
Charley_Pride,1980
Charley_Pride,1990
Charley_Pride,2e3
Charley_Pride,2010
The_Twilight_Singers,2e3
The_Twilight_Singers,2010
Thomas_D,1990
Thomas_D,2e3
Thomas_D,2010
Blank_&_Jones,1990
Blank_&_Jones,2e3
Blank_&_Jones,2010
Eloy,1970
Eloy,1980
Eloy,1990
Eloy,2e3
Eloy,2010
2_Brothers_on_the_4th_Floor,1990
2_Brothers_on_the_4th_Floor,2e3
2_Brothers_on_the_4th_Floor,2010
Andrew_W.K.,2e3
Andrew_W.K.,2010
Gouryella,1990
Gouryella,2e3
Gouryella,2010
Todd_Snider,1990
Todd_Snider,2e3
Todd_Snider,2010
Talib_Kweli,2e3
Talib_Kweli,2010
Trina,2e3
Trina,2010
Gal_Costa,1960
Gal_Costa,1970
Gal_Costa,1980
Gal_Costa,1990
Gal_Costa,2e3
Gal_Costa,2010
Kotiteollisuus,1990
Kotiteollisuus,2e3
Kotiteollisuus,2010
Pinchers,1980
Pinchers,1990
Pinchers,2e3
Donny_Osmond,1970
Donny_Osmond,1980
Donny_Osmond,1990
Donny_Osmond,2e3
Donny_Osmond,2010
Alabama_3,1990
Alabama_3,2e3
Alabama_3,2010
Junior_Murvin,1970
Junior_Murvin,1980
Junior_Murvin,1990
Junior_Murvin,2e3
Junior_Murvin,2010
The_Castaways,1960
The_Electric_Soft_Parade,2e3
The_Electric_Soft_Parade,2010
The_Dears,2e3
The_Dears,2010
Memphis_Minnie,1930
Memphis_Minnie,1940
Memphis_Minnie,1950
Memphis_Minnie,1960
Memphis_Minnie,1970
Memphis_Minnie,1980
Memphis_Minnie,1990
Memphis_Minnie,2e3
Memphis_Minnie,2010
The_New_Pornographers,2e3
The_New_Pornographers,2010
Killswitch_Engage,2e3
Killswitch_Engage,2010
Star_One,2e3
Star_One,2010
Zimmers_Hole,1990
Zimmers_Hole,2e3
Susperia,2e3
Susperia,2010
Demis_Roussos,1970
Demis_Roussos,1980
Demis_Roussos,1990
Demis_Roussos,2e3
Demis_Roussos,2010
Cazuza,1980
Cazuza,1990
Cazuza,2e3
Cazuza,2010
2PM,2e3
Don_Gibson,1950
Don_Gibson,1960
Don_Gibson,1970
Don_Gibson,1980
Don_Gibson,1990
Don_Gibson,2e3
Lucky_Boys_Confusion,2e3
The_Planet_Smashers,1990
The_Planet_Smashers,2e3
The_Planet_Smashers,2010
Pig_Destroyer,1990
Pig_Destroyer,2e3
Pig_Destroyer,2010
Scott_Weiland,1990
Scott_Weiland,2e3
Scott_Weiland,2010
Taking_Back_Sunday,2e3
Taking_Back_Sunday,2010
Big_Bill_Broonzy,1930
Big_Bill_Broonzy,1940
Big_Bill_Broonzy,1950
Big_Bill_Broonzy,1960
Big_Bill_Broonzy,1970
Big_Bill_Broonzy,1980
Big_Bill_Broonzy,1990
Big_Bill_Broonzy,2e3
Big_Bill_Broonzy,2010
Desireless,1980
Desireless,1990
Desireless,2e3
Desireless,2010
Ottawan,1980
Ottawan,1990
Ottawan,2e3
Lost_Tribe,1990
Lost_Tribe,2e3
Wipers,1970
Wipers,1980
Wipers,1990
Wipers,2e3
Twiztid,1990
Twiztid,2e3
Twiztid,2010
Meja,1990
Meja,2e3
Meja,2010
Rosanne_Cash,1970
Rosanne_Cash,1980
Rosanne_Cash,1990
Rosanne_Cash,2e3
Rosanne_Cash,2010
Moguai,1990
Moguai,2e3
Moguai,2010
Johnny_Hodges,1950
Johnny_Hodges,1960
Johnny_Hodges,1970
Johnny_Hodges,1980
Johnny_Hodges,1990
Johnny_Hodges,2e3
Johnny_Hodges,2010
Soft_Machine,1960
Soft_Machine,1970
Soft_Machine,1980
Soft_Machine,1990
Soft_Machine,2e3
Soft_Machine,2010
Allen_Toussaint,1960
Allen_Toussaint,1970
Allen_Toussaint,1980
Allen_Toussaint,1990
Allen_Toussaint,2e3
Allen_Toussaint,2010
Inkubus_Sukkubus,1990
Inkubus_Sukkubus,2e3
Inkubus_Sukkubus,2010
The_Moonglows,1950
The_Moonglows,1960
The_Moonglows,1970
The_Moonglows,1980
The_Moonglows,1990
The_Moonglows,2e3
The_Cadillacs,1950
The_Cadillacs,1960
The_Cadillacs,1970
The_Cadillacs,1980
The_Cadillacs,1990
The_Chantels,1950
The_Chantels,1960
The_Chantels,1970
The_Chantels,1980
The_Chantels,1990
The_Chantels,2e3
The_Chantels,2010
Dargaard,1990
Dargaard,2e3
Shira_Kammen,2e3
Red_Lorry_Yellow_Lorry,1980
Red_Lorry_Yellow_Lorry,1990
Red_Lorry_Yellow_Lorry,2e3
Red_Lorry_Yellow_Lorry,2010
Silvio_Rodríguez,1960
Silvio_Rodríguez,1970
Silvio_Rodríguez,1980
Silvio_Rodríguez,1990
Silvio_Rodríguez,2e3
Silvio_Rodríguez,2010
Darkthrone,1980
Darkthrone,1990
Darkthrone,2e3
Darkthrone,2010
Skrewdriver,1970
Skrewdriver,1980
Skrewdriver,1990
Skrewdriver,2e3
Skrewdriver,2010
Dirty_Vegas,2e3
Dirty_Vegas,2010
The_Locust,1990
The_Locust,2e3
The_Locust,2010
Albert_Ayler,1960
Albert_Ayler,1970
Albert_Ayler,1980
Albert_Ayler,1990
Albert_Ayler,2e3
Albert_Ayler,2010
David_Crowder_Band,1990
David_Crowder_Band,2e3
David_Crowder_Band,2010
John_Frusciante,1990
John_Frusciante,2e3
John_Frusciante,2010
Paul_Bley,1960
Paul_Bley,1970
Paul_Bley,1980
Paul_Bley,1990
Paul_Bley,2e3
Paul_Bley,2010
40_Below_Summer,1990
40_Below_Summer,2e3
40_Below_Summer,2010
Mark_Chesnutt,1990
Mark_Chesnutt,2e3
Mark_Chesnutt,2010
Sha_Na_Na,1970
Sha_Na_Na,1980
Sha_Na_Na,1990
Sha_Na_Na,2e3
Steve_Tyrell,1990
Steve_Tyrell,2e3
Steve_Tyrell,2010
Bodyjar,1990
Bodyjar,2e3
Bodyjar,2010
Nerina_Pallot,2e3
Nerina_Pallot,2010
T.I.,2e3
T.I.,2010
Citizen_Fish,1990
Citizen_Fish,2e3
Citizen_Fish,2010
Alex_Party,1990
Alex_Party,2e3
Jennifer_Paige,1990
Jennifer_Paige,2e3
Vincent_de_Moor,1990
Vincent_de_Moor,2e3
Tenhi,1990
Tenhi,2e3
Tenhi,2010
David_Lee_Murphy,1990
David_Lee_Murphy,2e3
Walter_Trout,1990
Walter_Trout,2e3
Walter_Trout,2010
Alisha's_Attic,1990
Alisha's_Attic,2e3
Kim_Richey,1990
Kim_Richey,2e3
Kim_Richey,2010
Deacon_Blue,1980
Deacon_Blue,1990
Deacon_Blue,2e3
Deacon_Blue,2010
Sander_Kleinenberg,2e3
Sander_Kleinenberg,2010
Black_Tape_for_a_Blue_Girl,1980
Black_Tape_for_a_Blue_Girl,1990
Black_Tape_for_a_Blue_Girl,2e3
Black_Tape_for_a_Blue_Girl,2010
Freezepop,2e3
Freezepop,2010
Dirty_Three,1990
Dirty_Three,2e3
Dirty_Three,2010
Kelly_Willis,1990
Kelly_Willis,2e3
Pat_Green,2e3
Pat_Green,2010
Luke_Vibert,1990
Luke_Vibert,2e3
Luke_Vibert,2010
Ultra_Bra,1990
Ultra_Bra,2e3
Classics_IV,1960
Classics_IV,1970
Classics_IV,1980
Classics_IV,1990
Classics_IV,2e3
Oi_Polloi,1980
Oi_Polloi,1990
Oi_Polloi,2e3
