7687,0.829973746674939,0.667676085762622
1029562,0.878368587093949,
2168899,0.763877590918074,
2230712,0.843276182814951,
2236709,0.837156849400579,
2271782,0.836374810263394,
2291567,0.813659263754696,
2318327,0.793303262240671,
2399681,0.87819134330937,0.71172632223867
2423062,0.784259767763962,
2445992,0.828623607719007,
2465033,0.82968579801516,
2469058,0.848699254157113,
2509909,,0.534023909733547
2549627,,0.502390404729229
2559184,,0.57708786493289
2560844,0.846628468640872,0.707154536798015
2615703,0.894973419775729,0.696304526387692
2707938,0.78642321407662,
2764146,0.820669761304313,
2790162,0.826077838337698,
2873889,0.756009932823266,
2883653,0.812601187874643,
2906604,,0.581694479978049
2914781,,0.61556067815998
2917828,0.811251335282981,
2948640,0.761642256501104,0.326182739725501
2949370,0.835571428552494,
3002379,0.788050719811327,
3116219,0.743356933000252,
3239973,0.830288335777726,
3304912,0.823234078451645,
3423731,0.802576156311293,
3426736,0.831944499067134,0.699472089578065
3475627,0.822624393804688,
3478587,0.795367471825147,0.35630060684862
3479805,0.871194203795184,0.685812522825947
3496153,0.773036305682935,
3496867,0.803449884471627,0.730657426430631
3603292,0.793162806018945,0.703692368618885
3631969,0.847634186977105,
3680223,0.860599350858566,0.722620981117056
3768204,0.866526353605876,0.6174708287527
3860200,0.801431962494882,
3868845,0.791745143046128,
3883834,0.868103263406987,0.648082527521286
3973347,0.782162085934386,
3996495,0.802713351946581,
4044188,,0.4839884973131
4058623,0.7808351499196,
4228395,0.864202373466486,0.685257680729638
4286071,,0.590224643645538
4331750,0.885808609499282,0.698712295355664
4378506,0.841526023587826,
4397563,0.910702621511672,0.743494828068213
4438599,,0.581668432958459
4447744,0.813867204946332,0.446383515751452
4485208,0.829187177566908,
4526305,0.781831763170583,
4737341,0.862232088375977,
4738898,0.862183078815147,0.736187626513844
4780586,0.852334133581205,0.679552609320683
4787424,0.803671412272065,
4806529,0.814918264047921,
4811209,0.880752145738421,0.712691212668273
4848122,0.743216416910039,0.0195363303262528
4887880,0.857654743669025,
4938859,0.79403420049759,
4979489,,0.58436020028223
5077328,0.829289607704556,
5097178,0.877914840220817,0.686112053659861
5103378,0.822229570076997,
5105750,,0.496776935494982
5142790,0.936379558448255,0.807559493777752
