userid	last	Polka	Comedy music	Parody music	Alternative rock	Classical music	Post-rock	World music	Pop music	Bolero	Heavy metal music	Trip hop	Electronica	Acid jazz	Latin pop	Pop rock	Joropo	Music of Puerto Rico	Salsa music	Ottoman classical music	Rock music	Popular music	Dance music	Contemporary classical music	Musical theatre	Chanson	Cabaret	Torch song	Jazz	Latin American music	Contemporary R&B	Hip hop music	Nouvelle Chanson	Electronic music	Experimental music	French pop music	Ambient music	Easy listening	Psychedelic rock	New wave music	French house	Downtempo	Reggaeton	Hip hop	Neoclassical metal	Celtic music	New-age music	Adult contemporary music	Schlager music	Punk rock	Hard rock	Acoustic music	House music	Trance music	Black metal	Death metal	Progressive metal	Folk metal	New Classical architecture	Balkans	Folk music of Ireland	Big beat	Arabesque (Turkish music)	Folk music	Music of Serbia	Turbo-folk	Rhythm and blues	Dance-pop	Folk rock	Turkish folk music	Turkish pop music	Klezmer	Tango	Music of Southeastern Europe	Blues	Folk	A cappella	Ragtime	Soft rock	Vocal jazz	Third stream	Indie pop	Bebop	Britpop	Glam rock	Europop	Jump blues	Power pop	Psychedelic music	Traditional pop music	Avant-garde jazz	Cool jazz	Euro disco	Synthpop	Deep house	Americana (music)	Nu-disco	Swing revival	Italo disco	Anatolian rock	Pop-folk	Romani music	Drum and bass	G-funk	Dubstep	Trap (music genre)	Oldschool jungle	Broken beat	Future garage	Techno	Alternative hip hop	Underground hip hop	Reggae	Dancehall	UK garage	Afrobeat	Mashup (music)	Progressive house	West Coast hip hop	K-pop	Disco	Soul music	Mandopop	Electro house	Cumbia	Tejano music	Chicago blues	Soul blues	Latin hip hop	Highlife	Country music	Carnatic music	Playback singer	Gospel music	Film score	Dangdut	Adult album alternative	Bass music	Progressive rock	Intelligent dance music	Dub (music)	Hip hop production	Acid house	Breakbeat	Nu-funk	Film	Music of Bollywood	Acid rock	Blues rock	Post-metal	Music of Somalia	Ska	Ska punk	Christian music	Roots revival	Gypsy jazz	Electronic rock	Alternative dance	Post-grunge	Psychedelia	Indie rock	Queercore	Deathrock	Pop punk	Alternative metal	Contemporary worship music	Metalcore	Emo	Post-hardcore	Sludge metal	Doom metal	Country pop	Nu metal	Rapping	Country	Industrial rock	Broadway theatre	Contemporary Christian music	Christian rock	Gothic metal	Drone music	Swing music	Indian classical music	Roots reggae	Arabic pop music	Music of Asia	Arabic music	Arabic language	Opera	Music of Egypt	Folklore	Rock and alternative music in Iran	Persian traditional music	Music of Iran	Hindustani classical music	Hamd	Naat	World	Post-bop	South African jazz	Experimental rock	Filmi	Ghazal	Qawwali	Hi-NRG	Electronic dance music	Old-time music	Pinoy hip hop	Music of Bengal	Doo-wop	Bhangra (music)	Psychedelic trance	Anasheed	Islamic music	Funk	Rockabilly	Blue-eyed soul	Krautrock	Music of Israel	Trad jazz	Minimal techno	Microhouse	Hardcore punk	Rap rock	Vocal music	Música popular brasileira	Grindcore	Post-punk	Glam metal	Children's music	Groove metal	Thrash metal	Mathcore	Rock and roll	House	Electro (music)	Americana	Shoegazing	Anti-folk	Industrial metal	Music	Grunge	Art rock	Piano	Folk punk	Outsider music	Comedy rock	Music of Africa	Funk metal	Skate punk	Dance-rock	Crossover thrash	Baroque	Neoclassical new age	Indietronica	Spiritual (music)	Balkan pop	Folktronica	Indie folk	Garage music (North America)	Industrial music	Dark wave	Hardcore hip hop	Rabindra Sangeet	Ragga	Kurdish music	Latin jazz	Dance	Soca music	Extreme metal	Melodic death metal	Crust punk	D-beat	Power metal	Protest song	Fado	Drone metal	Bluegrass music	American folk music	New Age	Dark ambient	Balearic beat	Electronic body music	Glitch (music)	Jazz rap	Grime (music)	Minimalism	Rebetiko	Smooth jazz	Christian	Classic rock	Bossa nova	Modal jazz	Instrumental	Devotional song	Sufi music	J-pop	Music of the Philippines	Sevdalinka	Choir	Mariachi	Ranchera	Music of Iraq	Music of Venezuela	Chamber music	Khaliji (music)	Space rock	Instrumental rock	Symphonic metal	Country rock	Independent music	Vocal trance	Jazz fusion	Singing	Tribute act	Bhajan	Comedy hip hop	British hip hop	Video game music	French hip hop	Political hip hop	Gothic rock	Kayōkyoku	Enka	Orchestra	Music of Japan	Ryūkōka	Noise rock	Avant-garde	East Coast hip hop	Dirty rap	Fusion (music)	Quiet storm	Urban contemporary	New jack swing	Celtic punk	Stoner rock	West Coast jazz	Big band	Latin	Worldbeat	Surf music	Smooth soul	Memphis soul	Vaudeville	East Coast blues	Calypso music	Eurodance	Folk music of Punjab	Celtic metal	Hard bop	Zouk	Compas music	Lounge music	Protopunk	Boogie rock	Operatic pop	Electroacoustic music	Free jazz	Improvisation	Low fidelity	British soul	No wave	Minimal music	Romantic music	Avant-garde music	Scottish folk music	Indian pop	Music of Punjab	Boogie-woogie	Music hall	Garage rock	Post-punk revival	Detroit blues	Italo dance	Art music	Musical improvisation	Christian metal	Waltz	Corrido	Reggae en Español	Cajun music	Digital hardcore	Breakcore	Hardcore (electronic dance music genre)	Industrial hip hop	Country blues	Piedmont blues	Rock en Español	Alternative country	Chicano rock	Cowpunk	Heartland rock	Mexican pop music	Speed metal	Moombahton	Chiptune	Moombahcore	Music of the Republic of Macedonia	Psychedelic folk	Noise	Eurobeat	Symphonic black metal	Death-doom	Singer-songwriter	Afro-Cuban jazz	College rock	Comedy	Neo-psychedelia	Música sertaneja	Middle of the road (music)	Urban folk	Uplifting trance	Theatre	Synthpunk	Screamo	Baroque pop	Neofolk	Bubblegum pop	Russian rock	Baroque music	Bard (Soviet Union)	Classical guitar	Crossover (music)	Freak folk	Neue Deutsche Härte	Samba	Pagode	Ethnic Russian music	Nu jazz	Music of Hawaii	Standard (music)	Concert band	Music of Cuba	Afro-Cuban	Palm Desert Scene	Neo soul	Texas blues	Tradition	Persian pop music	Roots rock	Türkü	Persian symphonic music	Rapcore	Gangsta rap	Sufi rock	Shock rock	Classic female blues	Hymn	Sung poetry	Classic	Freestyle music	Jangle pop	Electroclash	Contemporary history	Music of Greece	Viking metal	Funk rock	Thumri	Dhrupad	Khyal	Music of Brazil	Novelty song	Tech house	Chill-out music	Southern rock	Southern soul	Death 'n' roll	Progressive bluegrass	Soundtrack	Ballad	Creole music	Choro	Rocksteady	Dark cabaret	Skiffle	Microsound	British blues	Exotica	Tropical music	Music of Lebanon	Music of Pakistan	Baltimore club	Duet	Merengue music	Lovers rock	Australian country music	Jùjú music	Italian popular music	Hip hop soul	Tarana	Afrikaans	Hyphy	Folk dance	Punjabi language	Romance (love)	Free improvisation	Christmas music	Banda (music)	Modern rock	Showtunes	Happy hardcore	Teen pop	Music of Sri Lanka	Garage punk	Experimental metal	Post-industrial society	Musique concrète	Levenslied	Tango music	Zydeco	Chalga	Art punk	Horror punk	Latin Alternative	Electric blues	Dixieland	Pub rock (United Kingdom)	Manila Sound	Math rock	Great American Songbook	Symphonic rock	Canterbury scene	Production music	Piano rock	Deathcore	Southern Gospel	Boy band	Reggae fusion	Melodic metalcore	Psychobilly	Freakbeat	Jam band	Punk jazz	Electro-industrial	Flamenco	Glam punk	Fingerstyle guitar	Christian hip hop	Noise music	Religious music	African popular music	Gospel	Cantopop	Music of Scotland	Urban contemporary gospel	Spoken word	Experiment	Sound art	Retro style	Soul jazz	Western music (North America)	Swedish folk music	Dream pop	Balada_(genre)	Soul	Medieval folk rock	Middle Eastern music	Space music	Laïko	Dansband	Hard trance	Germany	Jesus music	Music of Morocco	Kizomba	Hip house	Bayila	Actor	Mainstream jazz	Frevo	Vallenato	Deathgrind	Bachata (music)	Minneapolis sound	Music of Armenia	Crooner	20th-century classical music	UK hard house	Psychedelic pop	Noise pop	Israeli rock	Witch house (music genre)	Rock opera	Western swing	Greek New Wave	Brazilian rock	Tropicália	Tech trance	Son montuno	Guaracha	Cha-cha-cha (music)	Stride (music)	Old-school hip hop	Post-disco	Delta blues	Música criolla	Progressive music	Russian pop	Natya Sangeet	Music of India	Electric folk	Celtic fusion	Outlaw country	Syriac folk music	Canadian hip hop	Mizrahi music	Music of Ethiopia	Nuevo tango	Trova	Sufism	Post-industrial music	Hiplife	Japanoise	Trance	Honky-tonk	Music of Burma	PBR&B	Ethno jazz	Folk jazz	Funky house	Southern hip hop	Rap metal	Makossa	Rave music	Album-oriented rock	Sugama Sangeetha	Progressive country	German hip hop	Greek folk music	Crunk	Lo-fi music	Metal	Bollywood	Korean hip hop	Soukous	Rumba	Martial music	Slowcore	Space age pop	Jewish music	Sophisti-pop	Futurepop	Worship	Nerdcore	Swamp pop	Early music	Darkstep	Human voice	Glitch	Acid techno	Mambo (music)	Crossover jazz	Folk baroque	Wonky pop	Madchester	Tappa	Australian hip hop	Chillwave	Northern soul	LGBT hip hop	Chopped and screwed	Twelve-bar blues	West Coast blues	Music of Ireland	Nashville sound	Underground music	Progressive folk music	New Acoustic Music	Technical death metal	Bakersfield sound	Beach music	Filk music	Psychedelic soul	Punk blues	Jazz-funk	Appalachian music	Sunshine pop	British rock and roll	Beat music	British Invasion	Dance-punk	Chicago soul	Ambient house	Raï	Horrorcore	Progg	Midwest hip hop	Pop-rap	Gospel blues	Satire	List of Caribbean music genres	Red Dirt (music)	Symphony	Barbershop music	Arena rock	Motown	Boogie	Jungle	Louisiana blues	Reggae rock	Dutch hip hop	Melodic hardcore	Christian alternative rock	Boogie (genre)	New Weird America	Afro-soul	Afro_Pop	Country rap	Marching band	Pinoy rock	Pinoy pop	2-step garage	Mbaqanga	Piano blues	Hong Kong English pop	Minimal wave	Power noise	Power electronics (music)	Swamp blues	Celtic rock	Tribal house	New Flamenco	Son (music)	Richter-tuned harmonica	Detroit techno	Rock català	Axé (music)	Mento	Renaissance music	Light music	Emo pop	Sadcore	March (music)	Son Jarocho	Tropics	Brown-eyed soul	War song	Native American music	Orchestral jazz	C-pop	Remix	Forró	Boogaloo	Mákina	Thai pop music	Chicano rap	Cinema of India	Indian folk music	Trot (music)	Korean rock	Shibuya-kei	Australian rock	Go-go	Groove (music)	Norteño (music)	Turntablism	Electronicore	Post-Britpop	Field recording	Anarcho-punk	Samba rock	Cajun	Swing (jazz performance style)	Ghettotech	Songwriter	Steelpan	Copla (music)	Berlin School of electronic music	Hardstyle	Mbalax	Regional Mexican	Chinese music	Funktronica	Chinese rock	Mod revival	P-Funk	Electro swing	Coupé-Décalé	Ghetto house	Miami bass	Grime	Trip rock	Dream trance	UK hardcore	Funk carioca	Italo house	Bassline (music genre)	Club	Latin house	Plunderphonics	Rave	Goa trance	Dark rock	Jug band	Chaabi (Algeria)	Christian country music	Andean music	Music of Brittany	Contemporary Jewish religious music	Straight edge	Memphis blues	Sound design	Sea shanty	Musical film	Nueva canción	Latin ballad	Liquid funk	Sean-nós song	Steampunk	Chamber jazz	Jingle	Flamenco guitar	New Romanticism	Oi!	Revue	Show tune	Powerviolence	American folk music revival	Brass band	Neo-progressive rock	Kirtan	American Primitivism	Poetry	Country and Irish	Techstep	Neurofunk	Space disco	Jungle music	Riot grrrl	Free funk	African hip hop	Gunka	Breakstep	Church music	Kuduro	Nu gaze	Pub rock (Australia)	UK funky	Martial industrial	Moroccan pop	Early hardcore	Medieval music	Beatboxing	Bossanova	Kenyan hip hop	Gothabilly	Kwaito	New Orleans rhythm and blues	New Orleans blues	Experimental hip hop	Classical period (music)	Zarzuela	Candombe	Neoclassicism (music)	Cello rock	Taiko	Yé-yé	Danza	Romance (music)	Folk music of England	Ethereal wave	Gypsy punk	Iranian hip hop	Neoclassical dark wave	Composer	Salegy	Music of New Orleans	Assyrian/Syriac folk music	Finnish hip hop	Overtone singing	Tuvan throat singing	Music and politics	Conjunto	Tejano	Drum and bugle corps (modern)	British rock	Operetta	Television	Neue Deutsche Welle	Ethnic electronica	Hip hop music in the Pacific Northwest	Philadelphia soul	Street punk	Poetry slam	2 Tone	Christian punk	Russian chanson	Music of Chile	Asian Underground	Children's song	Traditional heavy metal	Texas country music	German rock	String band	Finnish rock	Drone (music)	Pagan metal	British dance band	Bush band	England	Gypsy style	Rock Against Communism	Min'yō	Music in the Chechen Republic	Joik	Italian progressive rock	French rock	New rave	Drama	Ethnic group	Tsapiky	Raga rock	Unblack metal	Western (genre)	Luk thung	Taiwanese pop	Jumpstyle	Performance art	Parody	Livetronica	Burlesque	Nueva trova	Kathakali	Japanese hip hop	Electronic	New Beat	Sungura	Computer music	Close and open harmony	Hip-hop dance	Zeuhl	Music director	Neo-Medieval music	Argentine rock	Latin metal	Canzone Napoletana	Sound collage	Synthesizer	Christian ska	Thrashcore	Boomba music	Snap music	Religion	Crunkcore	Djent	Byzantine music	Breakbeat hardcore	Mod (subculture)	Freestyle rap	Avant-garde progressive rock	List of vocal groups	Dubtronica	Indian rock	Music of Mexico	Bubblegum dance	Goregrind	Bangladeshi rock	Rock in Opposition	Youth crew	Duranguense	Baggy	Nordic folk music	Cadence rampa	Cover band	Chicago house	Christian hardcore	Nintendocore	Bitpop	Cadence-lypso	New York hardcore	Progressive	Dark metal	B-boying	Thai rock	Coldwave	Heavy rock	Rasin	Street dance	Collegiate a cappella	Punk pathetique	Grebo (music)	Neue Deutsche Todeskunst	New Wave of British Heavy Metal	Popping	Medieval metal	Paisley Underground
29970410	13162666	0	0	0	1265	294	0	4	11	0	1866	8	0	0	3	136	0	0	0	0	136	0	2	0	0	0	0	0	2	0	10	705	0	0	295	0	0	0	2	0	0	0	0	28	12	0	0	0	0	824	470	10	2	0	86	2	55	127	0	0	0	0	0	338	0	0	0	4	80	0	0	0	0	0	422	0	0	0	0	0	0	268	0	260	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	267	267	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	889	0	0	0	0	0	0	0	0	1	436	0	0	2	0	0	0	0	0	0	376	0	269	0	0	229	1662	0	0	110	115	0	47	0	383	0	0	220	0	0	0	47	0	0	0	266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	22	0	22	997	0	135	0	0	0	0	0	314	0	0	294	0	0	0	0	0	54	0	0	179	0	0	0	0	0	0	80	0	0	0	0	0	267	0	0	14	0	1	57	0	0	4	0	0	0	80	0	0	2	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	2	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	0	0	268	0	0	0	0	0	0	1	54	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6502736	13920165	0	0	0	744	21	57	170	232	0	1727	17	183	0	1	498	0	0	0	0	746	0	12	0	27	25	25	33	361	11	27	185	0	182	59	0	76	65	251	85	40	39	0	1	48	132	11	31	1	249	1312	11	64	11	69	113	273	52	0	0	0	92	0	102	0	0	103	7	161	2	0	2	0	2	109	25	2	0	21	102	16	148	41	236	24	0	9	8	13	137	64	24	0	38	0	0	0	1	0	0	0	4	4	0	3	0	0	2	0	46	301	0	27	16	2	132	0	35	0	0	6	80	0	64	0	0	0	9	0	0	48	0	0	33	118	0	0	0	303	5	7	0	4	81	0	0	0	22	613	3	0	18	6	1	0	6	364	94	243	0	433	0	0	10	229	1	60	32	38	51	72	1	64	15	0	16	15	0	1	111	0	142	0	5	1	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	61	0	1	1	0	43	0	0	0	3	3	3	0	0	19	12	30	0	0	1	2	0	191	18	13	0	29	164	166	0	160	453	0	371	0	7	1	10	2	87	0	46	54	0	2	0	9	0	25	7	4	66	0	0	15	0	0	37	18	0	29	24	0	0	5	0	0	0	1	32	189	2	0	360	0	0	19	10	5	0	36	0	0	3	95	10	0	0	22	0	0	13	2	27	0	0	0	0	0	2	2	0	0	0	0	0	11	32	99	59	2	0	28	0	0	0	0	0	33	0	0	35	0	0	10	0	0	75	31	0	0	1	1	0	7	1	50	19	58	0	145	1	0	1	0	0	0	7	0	0	13	0	0	14	2	24	0	0	0	0	17	0	0	0	0	19	0	0	0	4	0	78	286	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	299	0	35	0	0	0	0	0	25	35	0	2	1	0	20	0	0	0	2	0	78	0	14	3	0	0	0	0	2	0	0	22	0	0	0	13	0	0	0	0	7	15	1	14	0	0	11	0	0	9	5	0	47	0	0	68	0	2	0	1	0	0	15	21	0	0	0	2	0	1	3	55	0	0	0	15	0	0	0	3	0	1	0	1	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	49	0	0	0	0	0	0	6	5	1	2	10	0	0	6	2	3	0	0	7	5	0	0	9	7	24	0	8	0	5	0	5	0	0	19	7	0	1	0	0	0	0	26	0	0	3	0	0	40	0	0	0	0	0	0	0	0	1	0	0	0	14	0	0	1	0	0	25	0	0	0	8	0	0	6	9	0	0	5	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	1	0	0	30	0	327	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	7	4	0	0	3	0	0	1	0	0	0	9	0	0	0	0	0	0	25	0	0	0	0	6	5	0	0	0	2	0	263	0	1	0	13	0	0	0	0	0	0	0	0	0	2	0	0	0	0	23	0	4	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	7	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	131	0	0	66	0	1	14	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	2	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	1	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1
4787424	20944326	0	0	0	472	251	0	40	660	0	3484	25	17	0	3	839	0	0	0	0	1918	0	171	187	0	0	0	0	484	0	33	31	0	77	35	0	44	162	901	469	0	0	0	0	161	34	23	169	0	64	2529	205	0	0	139	8	604	360	0	0	0	0	0	193	0	0	269	30	686	0	0	0	0	0	379	0	0	0	645	17	0	27	44	0	137	9	26	80	0	9	8	0	2	195	0	15	0	9	0	0	0	0	0	4	0	0	0	0	0	0	0	0	32	0	0	0	0	2	4	0	61	246	0	2	0	0	2	17	0	0	185	0	0	93	363	0	0	0	1571	0	0	0	0	0	0	0	0	127	2127	0	0	0	0	4	0	0	4	0	0	0	53	0	0	2	86	0	0	0	0	177	142	5	0	0	0	73	4	0	0	50	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	422	0	0	0	68	2	0	0	0	17	0	0	0	0	227	15	169	5	0	0	0	0	3	0	0	0	3	149	185	0	179	597	0	315	0	0	0	0	0	24	0	116	839	0	0	0	2	0	16	0	12	65	0	0	0	0	0	2	5	0	1	0	0	0	0	0	0	0	0	33	299	0	0	1596	0	0	0	2	42	0	2	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	204	864	331	0	0	315	0	0	0	0	0	0	0	0	5	0	0	52	0	0	0	0	0	0	0	10	0	0	0	50	0	78	0	62	1	2	0	0	0	0	29	0	0	0	0	0	136	29	89	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	59	0	0	2	0	3	54	0	929	0	0	0	0	0	0	0	130	0	0	0	0	0	4	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	31	0	78	0	0	101	0	0	0	4	0	82	0	0	91	0	0	20	0	0	0	123	23	0	0	0	0	0	0	0	71	2	0	0	11	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	120	0	0	46	0	0	0	0	0	0	0	14	0	0	0	24	0	0	0	0	0	24	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	37	0	0	0	39	0	0	0	0	0	0	0	0	0	0	37	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	33	3	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
