21021,12157,1143,13033,7670,17344,5608,7674,10100,2937,0.713386098971005,0.685596977771035
16677,21021,1026,6008,19500,19832,8248,12048,12948,12182,0.760945771284805,0.68136917541429
21022,2515,2418,21021,3614,7777,19706,19189,12328,2029,0.769378615364025,0.57356192860745
21023,21022,604,8406,21021,19352,16169,18484,7316,4637,0.776691837572288,0.646310757041132
2836,21023,2310,21022,19283,21021,2848,20477,10760,2504,0.762221478348229,0.712409909889441
21024,9516,4502,21023,21022,3363,21021,9142,20322,450,0.780142381093929,0.714206885403511
7424,21024,7399,1489,21023,21022,9816,21021,21246,1075,0.810840327271539,0.706149807183158
21025,8576,21021,21024,13026,17587,9545,21022,20297,7169,0.781537750533671,0.693982817803983
21026,207,21022,21025,21024,21023,11733,11571,21021,10923,0.853628274831763,0.727140451463295
18614,21025,21023,9361,14396,21024,21022,6524,2763,21021,0.822970902867494,0.665589936817709
21027,21026,21024,14118,21025,5147,13685,21023,11821,18626,0.823824614870488,0.655018235556078
21028,21027,21025,21026,9990,17506,21023,21024,21022,17249,0.903538272655704,0.773517607524196
6984,21028,21026,21027,11061,21025,21024,15621,5177,21022,0.807596392240676,0.761978378788819
21029,10423,21027,16394,21026,939,23,4908,2069,21023,0.738350541210244,0.682658121963657
16278,21029,21028,20515,5687,21026,21025,10706,21023,21024,0.798293491686379,0.762148760371674
21030,9897,21029,21028,7611,21027,21026,21025,21024,13708,0.902972513602626,0.757246651420148
21028,21030,10528,21029,21027,1135,13501,21026,21025,21512,0.880953956390646,0.659078692912595
8610,21027,21030,5080,21028,17312,10032,13537,21026,13609,0.776621822706663,0.673727606487006
6970,21291,21025,21030,21029,21028,7927,21027,13906,5701,0.855519154909183,0.7246375863062
21030,21292,21029,21026,13908,5997,11373,343,18388,21025,0.83067508283981,0.767866760400861
21291,16099,16762,21028,6775,21029,21027,5320,5074,21026,0.819852549792361,0.750609531636297
12636,21293,21291,21026,21030,15909,21028,10937,21027,7374,0.805437608368787,0.735087313704058
21292,21294,7800,21291,147,7001,21029,21416,21028,21027,0.844320211828501,0.715771604310773
15245,21295,20781,21292,21291,21030,17552,21028,21029,6496,0.850127818914473,0.672334820586513
21293,21296,21292,18835,19138,21027,21030,21029,16766,21028,0.849457365183319,0.729588917985595
7120,21297,21293,11269,21292,21291,21023,21030,6301,21029,0.875469829102759,0.746626542439435
6556,21298,21294,21293,17892,21292,11102,21024,21030,6355,0.830561713712555,0.674859638159803
21294,21299,21295,21445,21293,507,21026,21025,21022,11020,0.814542294190177,0.64726550531714
21295,21300,21296,4174,21294,16935,21023,21030,21024,226,0.895654929695627,0.661536951404987
21296,831,21297,21294,21295,21293,21291,6149,16180,21030,0.845324496602391,0.746626542439435
13751,7864,21298,20483,21296,21294,21292,21291,18255,21029,0.831937353998598,0.7228596372873
21297,15488,21299,21295,10064,6548,21293,21292,18267,21291,0.811821848027861,0.733777107339837
11308,21297,21300,21296,19994,21295,21294,21293,21291,15170,0.908836523774862,0.628820970165807
21298,13450,21029,8707,21297,21296,21295,21294,21292,21390,0.924193974003992,0.706861444370059
3542,21028,21025,21297,21298,3209,21296,21295,21293,21292,0.876915438593306,0.761978378788819
21299,21028,21025,21298,15336,4388,19080,6114,21294,1134,0.806197065975284,0.708419798003316
21300,21029,9504,21299,4565,21297,11287,21296,21295,12632,0.798450777976983,0.715961343751908
21030,21292,21274,21300,7248,10998,21297,3514,21296,8269,0.925804295808495,0.629880150301446
13965,21030,21029,21297,10881,21298,5394,11763,9592,7551,0.809553764600003,0.701793087943102
21298,21291,21022,21028,21299,2860,4562,9979,21297,21293,0.842866841707111,0.784137716504909
21026,21291,21293,21025,21300,21299,8556,21297,21298,21294,0.869467185293435,0.704740576572933
21028,21296,21225,9329,11711,15784,7999,11990,18536,21295,0.762547839721847,0.672397239992582
21298,21291,21022,21028,20671,21300,2310,9920,20879,21296,0.830178652026666,0.629187626011481
21030,21027,21026,4999,21298,20744,16750,17188,21299,21297,0.833123320250919,0.657772501772589
21296,21111,21028,21030,21297,21027,21298,1392,21300,21218,0.8843779178338,0.636287632458947
6494,21112,21297,18231,21299,21296,1549,21298,84,10688,0.78987512205658,0.730988243612645
21026,21113,21025,21027,21024,21023,1088,21299,21293,21298,0.913985246584968,0.794757825485622
18197,21113,21025,540,21024,21023,21299,4697,21293,21298,0.835883557092863,0.762148760371674
21026,12513,21025,1415,5630,8423,8893,21299,21293,14211,0.757370846626198,0.750439150053442
21293,21113,21029,21027,21024,21023,21300,4593,2144,21299,0.870873171959195,0.712560551666412
19100,5179,21293,21027,8084,182,2021,21300,21292,10731,0.755790105796748,0.652151372566404
21026,21113,6207,5146,21029,21028,21296,21295,10605,21300,0.87831172540556,0.689453964657806
21291,21113,21292,21026,16470,3585,21295,8726,4301,6150,0.823738335324619,0.75765175075869
21489,20597,21025,21294,10725,21291,21023,20790,21297,21298,0.835218862125316,0.693761176660784
21111,21113,5591,21026,21292,21029,21030,21294,21021,21025,0.911762013507659,0.716433141839404
21111,21113,13705,21026,13995,21023,21030,21027,21024,21292,0.872186269581587,0.65050093889903
21112,108,6159,9103,21292,21025,9696,21029,21021,12685,0.786549856041345,0.65975889424935
21113,21114,21029,14298,21024,8957,9796,21294,21023,21030,0.90689742982971,0.736006433458723
21113,10716,21029,17533,21024,12647,21027,21294,21023,21030,0.825511183171282,0.636695644815793
19248,21114,21111,21029,21295,21721,21024,3420,21028,16313,0.796430265012613,0.724099392377455
21114,1795,21112,21025,21030,21029,6171,12510,3094,9216,0.76878742380077,0.746626542439435
21115,13522,21113,21111,14278,21026,16397,21024,21293,21025,0.856791695876341,0.715442278571742
21116,21115,21114,20480,21027,21293,21025,21030,5992,16003,0.884063599776949,0.71291675566155
21117,21116,21115,21112,21029,21023,13760,21299,21027,3236,0.799999048516629,0.763747101585457
21118,12452,8994,21113,21300,21028,14722,21295,11893,21293,0.932528878968917,0.590693753345367
