ShiftBand	Entropy	ILDPD
0.175929332219265	0.117287621461934	0.120372948062831
0.295611017545202	0.280171517883334	0.261813209749884
0.354529787996092	0.360337041482795	0.255468235783887
0.227414825171051	0.311305012598517	0.193008550671327
0.274587903008265	0.41450131475484	0.185544027436669
0.293279362400471	0.348066666994725	0.252831240911197
0.386739217947981	0.347145515181095	0.355433490574123
0.346374231993586	0.345416248216847	0.287525245813896
0.325328244692476	0.311861765238565	0.226854944457184
0.205256111967117	0.195857989529935	0.173265070841552
0.20047635191918	0.282529847615209	0.12262325624525
0.0993216772378899	0.0802768041750817	0.0510220195515417
0.332439031997434	0.470483776379343	0.262029787599227
0.331292197119872	0.258803871431307	0.267809850620398
0.159169953593989	0.136639675684979	0.0870877686221856
0.30196424743784	0.338254802327442	0.242310811720446
0.370452498463475	0.347190121762226	0.251084304553409
0.280459597353687	0.286802302746383	0.223777366667114
0.353440610030657	0.301531310525706	0.308760068756866
0.292973371651278	0.337817243398278	0.219731981304818
0.270693308931188	0.338271961802826	0.198784200331984
0.270696130415719	0.28466456540919	0.162576006029897
0.379680901295055	0.408703554936809	0.267322215841836
0.435486598378403	0.284940246396144	0.301076310457282
0.282147969001395	0.318981321772271	0.123593367688721
0.337541019285036	0.236462052168671	0.259324066068526
0.286128272762453	0.422135860194506	0.162437526177001
0.334664037816464	0.353240741760204	0.159354548010493
0.285251771708897	0.283885537800108	0.276096789087071
0.375800703979238	0.407099850316399	0.259580546389448
0.319444444444444	0.243055555555555	0.170138888888889
0.369946259721748	0.387627118631369	0.143936960551027
0.35730668977976	0.339347428785255	0.305268949491966
0.171786834374569	0.176047829397795	0.132562039014203
0.294122759484154	0.296159995706259	0.187498861677086
0.401007402597131	0.368527036652936	0.324809039020383
0.285248743705098	0.344333910150231	0.178097059233793
0.302636214728368	0.340215040580143	0.240207724232515
0.219697408003956	0.324674883388321	0.225113361427472
0.352804015203537	0.340097443571854	0.269773186090576
0.186559824469544	0.160500046436917	0.158434531566536
0.172432155177965	0.238468619910344	0.0712786753074131
0.370687253998526	0.312845803123258	0.280510633415172
0.343215963693109	0.316241156805593	0.282668587911086
0.274681676549039	0.270764644500873	0.223522150780819
0.368738029639822	0.358319922148586	0.247909192993457
0.30196524918592	0.355891822286986	0.199160278098499
0.244912061839665	0.282410975775894	0.132373994791529
0.336184219886423	0.373293791520312	0.232690283489562
0.288188718647538	0.306736778911073	0.2236470213028
0.117559957811446	0.269345586062898	0.0357155438027953
0.353627274794229	0.505448784872894	0.212130438216168
0.202525326865066	0.222225168449832	0.162721838132084
0.276102246434274	0.291569125709106	0.239375127820781
0.407106547909584	0.334610306804502	0.290079151475412
0.23653235154934	0.397472260445234	0.150060918802309
0.269300042445877	0.203392287857892	0.238233606873236
0.130026751449881	0.180854320107994	0.0721016286976654
0.347780020377474	0.364500662535292	0.245710487544026
0.352430649647565	0.497395888183791	0.216217292403849
0.387080996021528	0.406082064581743	0.29207043067067
0.350750037397473	0.296892634821494	0.308979144507255
0.156797632224846	0.220020524399631	0.0997730329960349
0.191673492876418	0.191025901016552	0.0999982568579641
0.352547430009705	0.299075970152862	0.281143575888896
0.322870153895993	0.370008380907369	0.21974249081193
0.210959812547222	0.234173904048473	0.142405122077442
0.215235165674963	0.231084356834932	0.133953765823201
0.307114905226784	0.330558678205443	0.214981285663014
0.291508470304112	0.296942392587456	0.169402462222496
0.440784720178942	0.372275972213794	0.291278467151525
0.337531236529912	0.273981362674225	0.262590668207674
0.26709127819632	0.329078817078262	0.28418920404478
0.290466296100688	0.306482171904532	0.189695789864453
0.286799636379995	0.246544880009685	0.248418541026414
0.422221861629054	0.288897603229086	0.27037068486701
0.251561014144969	0.383269152697494	0.224717343907681
0.237189575422729	0.23717814118186	0.320496599400168
0.298378311839409	0.356452077071377	0.247381637891506
0.21537548438972	0.225285767938859	0.171344764975046
0.235875048792021	0.18031739046543	0.165697714101114
0.388399753856898	0.359792495180258	0.290011937345061
0.338859333292214	0.327839813614568	0.212765677783269
0.312606189665632	0.354431551288736	0.238038134006124
0.415275841404733	0.317421853426315	0.363610612654357
0.408394318070921	0.27098812684666	0.270992872135589
0.35804614922286	0.386437025504124	0.324616866859376
0.390839670672066	0.325614201023781	0.3535330756359
0.293165595851687	0.341381337332205	0.244781716658736
0.219560200740967	0.213445538601325	0.20576444490021
0.305865513111219	0.365388629273204	0.154681462699278
0.314271054866228	0.375223630205125	0.268212109705242
0.313224984346665	0.332870600547528	0.283099224141157
0.391493999818406	0.430818272266548	0.291873121481835
0.0191595857636095	0.0421463895523486	0.0191613112008189
0.419950875925337	0.356043705041027	0.331241921441688
0.163560297069161	0.133488117669986	0.0802364593424832
0.171715891973769	0.206349972347594	0.105266352464595
0.22935890063813	0.250793484869501	0.236510410579056
0.411087947787144	0.340696207914176	0.211111120555123
0.387210396854003	0.337442912977512	0.360262670800248
0.284888845738981	0.306205960935499	0.135023557110649
0.363640324689276	0.379583360035464	0.303032720643869
0.272895936915924	0.322765444045016	0.179064962995669
0.31836806419999	0.351213990928633	0.239624118653801
0.254904027345554	0.252284879734196	0.237254134891035
0.261905116059763	0.242851193407382	0.211106338961991
0.331971104076116	0.357335465323787	0.232510855759802
0.333333440537061	0.329839287266768	0.248064474616607
0.239582881880709	0.268593400193958	0.185251803961726
0.226648565217482	0.225667108269371	0.232546835671098
0.330882199922213	0.30882470890029	0.345587796081769
0.312669300314281	0.33516605841132	0.205129042576593
0.174348201864239	0.233537066079913	0.0954008790326992
0.279569244224725	0.251921175698314	0.217364812649128
0.320980696043427	0.307842920471361	0.233768330627231
0.318189298775703	0.246976013299679	0.195467998586666
0.207121542696822	0.340884289977136	0.158577347890838
0.234822376670545	0.216849263417768	0.198531167872601
0.240515827989507	0.28997622569875	0.17802499910093
0.341867436281223	0.365476524999922	0.250464196609629
0.296918776888204	0.26907657691395	0.258221775698039
0.297983540096722	0.227273138144447	0.267677348268323
0.278950579867249	0.322932251105021	0.228093408364768
0.330075234380928	0.361019444230705	0.239961332989699
0.284068257904483	0.391829238476962	0.205808448185333
0.214969891440815	0.205930320667871	0.164176208669443
0.35178565038455	0.328571810672562	0.333925767490629
0.349997258527958	0.589418378577846	0.196868177012502
0.317116559720136	0.293830455411933	0.210020791119264
0.254286528213998	0.270063874661223	0.27965961622325
0.159484036477203	0.221287733962124	0.038790753168354
0.259030092182381	0.246988145457846	0.158630843558685
0.16666680290008	0.212119631194261	0
0.21940327350589	0.274546948261394	0.150301968773005
0.412749558043749	0.346152840144908	0.275215451399271
0.0880710588842453	0.139896100016703	0.0872205685250218
0.281749778703586	0.376974572113695	0.241573378576644
0.285819873101292	0.220389828219432	0.229531025482601
0.121437915359069	0.174101013095594	0.0446094306932852
0.317567887667987	0.340085493299145	0.292793037148951
0.28635722720671	0.294180711340454	0.258393342963972
0.271675710382161	0.274538447367977	0.165977408202231
0.123630789243256	0.283253756469476	0.0344269616519542
0.23087337771692	0.260150447582201	0.202549709509018
0.292258490689122	0.358722591673154	0.231140132574001
0.3236091103402	0.256809181837007	0.214656917284494
0.390526944324079	0.312647939486934	0.314655822838747
0.248649310639539	0.268829281315469	0.130493085017374
0.403476071786863	0.328844873533074	0.317329771524069
0.311796264330331	0.405462493411019	0.0904086936030172
0.26532814702562	0.276778750647055	0.18248685819968
0.253927130173123	0.2651914726877	0.149507877589026
0.198054609014352	0.19455798991781	0.173623440889572
0.477778342484527	0.227779923598124	0.283335415203556
0.343902261650101	0.35256263166289	0.303480360769192
0.351823084236208	0.45881133137972	0.221703687686555
0.363589184743192	0.417990328447327	0.278904175852428
0.304599189879547	0.235626392306455	0.232643824639179
0.322893040867005	0.381794410298851	0.279895944781964
0.293777855355907	0.429381054260147	0.0894616967893578
0.343189502768945	0.364606983099262	0.284059953165783
0.302467539100249	0.409456006064848	0.16666526670872
0.36262226553471	0.378975008126486	0.233764338345807
0.380952042330055	0.166665226292059	0.238099899558361
0.344441945175404	0.266666912760729	0.333333877903826
0.338888495361747	0.36428436362902	0.172214556978892
0.510416666666667	0.4375	0.3125
0.141492938959677	0.0761933825486149	0.0503353144683478
0.263888902587327	0.284722606038509	0.194443836234875
0.303663848201194	0.302977628543289	0.192394584158443
0.295802248409726	0.315473898859293	0.234258117606918
0.133929318270927	0.328869072130203	0.056550788569504
0.229988145259519	0.257283181921367	0.194324563900555
0.304931266664607	0.268498886520783	0.191873286905454
0.230827311180315	0.281434994661696	0.136709022194056
0.358367635153898	0.428028701437214	0.23826529177476
0.341489165014556	0.321555408187255	0.132247328111543
0.298485909952719	0.326878141229123	0.179417725655006
0.282865637276483	0.346644348485154	0.179266163629327
0.36096146854571	0.30659263680287	0.368982227020548
0.426568775702328	0.290964148944596	0.310735051520182
0.351382489631299	0.414999653009831	0.301040309864302
0.256979748855544	0.270341867630457	0.203372467717742
0.39393876858439	0.339393935640794	0.0939431093908941
0.393016335783613	0.310805483474216	0.302882464721369
0.186824785971896	0.212402500980386	0.0992230662206686
0.376591647534841	0.311686715001638	0.188303774182373
0.349267316640259	0.375995614369314	0.245746208936582
0.29657162571781	0.232843371614291	0.223678725804941
0.311205019489108	0.43806123033189	0.24041778139189
0.247305563190433	0.288304683674154	0.221778574999034
0.322123430537257	0.249235726059069	0.259431979119273
0.285199470960318	0.279930736526888	0.246770077215224
