ShiftBand7	ShiftBand14	ILDPD7	ILDPD14
0.456366287068847	0.47515469034679	0.387991136002995	0.369296763267998
0.456002062710912	0.454872149579815	0.400348615796842	0.399760221516518
0.496627093379791	0.487092116843687	0.412596192924292	0.42428356972288
0.559332052591608	0.434960489562585	0.399385538025928	0.385395430970466
0.591228389924848	0.409127834821911	0.322278314479365	0.328394617584938
0.523393631164768	0.474972990353067	0.427758733138738	0.422537594223492
0.451015108437792	0.474415923929998	0.46056391689221	0.47091075844395
0.466180280759531	0.442284577359595	0.415244594467818	0.43137065827782
0.524348699031941	0.45883757946961	0.339070292982281	0.357469233195678
0.50659454681691	0.492428856011039	0.463879803929891	0.456677460204026
0.630052325726706	0.415694327339674	0.269995154706213	0.271559269229556
0.358143131144412	0.486872634807454	0.297939196316728	0.317585516484109
0.558535761096358	0.501258134046721	0.388397649936314	0.375993458783731
0.415344076387818	0.502277665469053	0.382832559216418	0.38316999208831
0.431400523838104	0.407031076052794	0.24052190272518	0.218147100922177
0.522630654424577	0.457029751385628	0.435544254499969	0.432458344702007
0.427105642595345	0.494407098622509	0.257309969111305	0.257143448660761
0.473822084629937	0.457628223112962	0.365709976823273	0.344362673107789
0.471952682265374	0.48378943871186	0.525433753053829	0.516304415037772
0.535507195729229	0.539949596934829	0.3756063563873	0.395528305618721
0.484448566162839	0.427041039330459	0.314533434647559	0.304775850962679
0.462623818120478	0.438167510681351	0.315394745592765	0.31910106266521
0.511952680392351	0.420450002897669	0.336817966807168	0.346710830074791
0.388773167078365	0.450084675443983	0.283408651275783	0.298876630343622
0.508625294905757	0.463616727488323	0.281999439929852	0.289225718060736
0.43683816156835	0.455825062168382	0.456183651463823	0.445163682459047
0.558526486631585	0.460691004219667	0.276370653795218	0.268887853948954
0.442078505794983	0.456628415313219	0.306537046253395	0.325222992798564
0.488477666836056	0.50015650003922	0.429816269547524	0.44406453685798
0.495760162021548	0.571344745976903	0.33605041731798	0.317299544320927
