ShiftBand	Entropy	ILDPD	ShiftBand01
0.176164388823008	0.114430972115445	0.117469787378038	0.213449114647699
0.316539577524059	0.289464941304075	0.27908374168811	0.314469540797179
0.345274776692314	0.345894362347212	0.264627723885243	0.350946141511197
0.219677212096429	0.285236919859174	0.167913367947696	0.205651182345512
0.260092048026482	0.409691455147978	0.190198712229073	0.266507908463487
0.274807397814336	0.312872559713034	0.227111571109779	0.253848307102014
0.371676617672319	0.36521093001432	0.362930878638587	0.394656409289933
0.322513240648901	0.353450350219247	0.298236570397242	0.354601015186751
0.299043396339453	0.313075751610713	0.203542683723295	0.304399618155433
0.185886691417356	0.190091755391069	0.169641753232746	0.198143596613831
0.137572540041573	0.261389683719054	0.0829580934337492	0.156788229108756
0.0854851376406284	0.0787784347819345	0.0477200187066957	0.0913631087302306
0.383093113787368	0.468253041223473	0.267958093074454	0.32837721360043
0.339255355052075	0.254306374975351	0.258502683534318	0.348916292221839
0.167222967743077	0.167418017466152	0.0859255368603727	0.183281759533334
0.303310866195342	0.336142856007181	0.250110232209042	0.299890915871418
0.414809237977726	0.333517319728741	0.222360302312845	0.330434069495347
0.256621997025929	0.285089669733812	0.203066124026326	0.248926258329634
0.333503299868863	0.302924628680082	0.306114749685417	0.358521348443223
0.313142206171208	0.325058912064793	0.188099829719275	0.28662468530187
0.280456095151383	0.326078702349134	0.184290931273236	0.259138728730538
0.25217480615231	0.270005364932151	0.144709312160193	0.256913316857352
0.323032685039626	0.407131395875799	0.264755147391483	0.3836910591337
0.386980616196767	0.240447260882476	0.303315544038454	0.449529390439113
0.285362229713342	0.332297432537847	0.129488403276549	0.296053985157158
0.289916311767899	0.236813857740116	0.271303128703671	0.348262617472124
0.34693925777076	0.424683683499891	0.17099246676054	0.302078688907409
0.307675250564393	0.322079695691311	0.186183752356844	0.281186684820227
0.320459941054483	0.30342995858796	0.286493599742682	0.28619081696951
0.475032991127427	0.391960084916069	0.247482930270026	0.381727185338244
0.272695551379141	0.221105390444178	0.196710050154254	0.322846006977123
0.308918272934002	0.418342783193917	0.138206312716125	0.380132465712831
0.331579075046164	0.335406378217045	0.316726883628533	0.367366934531048
0.183933564230978	0.168755184169307	0.13859763670914	0.192668118654332
0.354879153565046	0.316553391071971	0.206318378841123	0.316020683726123
0.39825300635616	0.349783910153114	0.329227221976457	0.393149654247595
0.287703668589555	0.329010079894481	0.168015114990358	0.28660674961198
0.327571077769902	0.361578084243648	0.223889091993269	0.298213567256253
0.366528692134552	0.327595025020258	0.227733866319163	0.222641368494082
0.313047671999054	0.332971052721155	0.260131325972639	0.33513153621546
0.211108330704072	0.126574010150619	0.143155097377628	0.185828033280052
0.187749879557823	0.254978558742747	0.079867610256837	0.184509796471292
0.357155462945592	0.321682907535361	0.272107517670328	0.364040662463078
0.347214948929775	0.305292230994823	0.276566792441187	0.342213381757116
0.270121962479231	0.249065280443924	0.195543067767676	0.243320312678993
0.309104018609847	0.343403742714992	0.258217952868869	0.379424000127596
0.2835870918777	0.364642828964011	0.186104092779979	0.299123238743895
0.237851344496408	0.288971323319033	0.117403112178923	0.232698488641455
0.393324778396252	0.405965063250391	0.24137949340767	0.349584938013974
0.288247849943543	0.307263371160115	0.227097320447284	0.300203944892097
0.137273831726764	0.281166246858606	0.037748805501709	0.111373187410431
0.381825691705057	0.498237198547243	0.217435112891416	0.366459253275643
0.233983898274889	0.257615050909805	0.171472737357505	0.231485902435837
0.319481824601796	0.334963748829888	0.254927345437755	0.288830313257979
0.405199872919024	0.33972425245634	0.292954966121365	0.406726547790315
0.236201729961141	0.402109024775855	0.145086902353554	0.236494875998837
0.304912469140911	0.194588383813176	0.214444326035122	0.254078376475738
0.144080550378393	0.212377383481954	0.074943199901358	0.144517971045079
0.365172706013138	0.373507500980314	0.240173922871026	0.327684962674087
0.343808655230546	0.502091956428249	0.217409728350934	0.352448431623073
0.373369090566391	0.389935473595362	0.270605763785621	0.335709623017213
0.367405324948013	0.300521910860589	0.323302831603738	0.351064046595129
0.171192814942708	0.219993463312707	0.097105923666439	0.14938398188234
0.216505754403327	0.199536437076507	0.0991972365320663	0.209500445050186
0.35948636564791	0.282550126223902	0.279461452552098	0.353868835213069
0.396303216712711	0.411426244129195	0.203768603537298	0.326216055079195
0.214200263805131	0.240632231043534	0.14739140554386	0.218092096210545
0.176514375135663	0.234074142613203	0.128141985671325	0.219001732580233
0.311281633988506	0.325756268286277	0.198041795963044	0.300218333688809
0.28379773285094	0.28567486128964	0.188728812551743	0.301230401192233
0.315453262623777	0.335318696390172	0.316752093332053	0.437461599741628
0.40979342679443	0.272759374961648	0.272723790908898	0.336670907691169
0.357483998704125	0.333777304613253	0.29447460317097	0.283575892624587
0.300642898623068	0.288865418118438	0.18365456639064	0.282690606605416
0.265734856405031	0.232822598880919	0.219122243585803	0.261614214113168
0.338099313086091	0.259513028548588	0.231208379783168	0.46852766131899
0.253791628158805	0.348868521008837	0.214458466501734	0.23338229106081
0.373671343431453	0.184621964704787	0.348031447991462	0.236857165997396
0.313513603096257	0.370337306666474	0.223962156153525	0.296410949555829
0.216584087016692	0.223439058009109	0.168813886259397	0.225537205214688
0.188612967916191	0.179593387637741	0.176824522268352	0.253373904542076
0.362194340634045	0.359827599657458	0.26784987623008	0.403843854970312
0.281226484849299	0.315065269707683	0.182824413173775	0.327681829573568
0.328093328440195	0.342069505303883	0.214710467651228	0.316046386367868
0.400791024854029	0.304741759154081	0.345095289127816	0.40303182315107
0.409693851333939	0.275392756549799	0.286779631213876	0.393552261168352
0.357929937236812	0.382270588614392	0.332558943005481	0.330530143908287
0.422597847254351	0.327076216252966	0.365519967545021	0.423411601910116
0.274078225920653	0.326398972068235	0.214944280571436	0.24902796241404
0.196472757336173	0.202864065305326	0.152530935337323	0.192172619277563
0.318063652866519	0.322460858769323	0.153687550550072	0.304449727561614
0.340746549807784	0.386519712744649	0.257865569581872	0.312525113817654
0.321203236200894	0.331114767714132	0.289986907050351	0.307408828914564
0.365095159071953	0.41993899451342	0.303244902711688	0.408853134623688
0.0263643613946725	0.036840782982234	0.0153291846828753	0.0131992611349982
0.368444504562225	0.359542845148127	0.329570874201972	0.413479309836814
0.151305730380145	0.138402664604595	0.0845798524889928	0.181040738333648
0.173845877180607	0.206655903426019	0.0814062513771791	0.1580410067739
